First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Steve,Marsh,Vice president of technology customer operations,Cox,Steve Marsh was Appointed as Vice president of technology customer operations at Cox,Atlanta; GA-based Cox appointed Steve Marsh as Vice president of technology customer operations.,Steve Marsh was previously the executive director of Cox Digital Telephone product operations.,As the third-largest cable provider in the nation; Cox Communications Inc. is noted for its high-capacity; reliable broadband delivery network and superior customer care.
Steven,Hinchman,Executive vice president of Technology and Service,Marathon Oil Corporation,Steven Hinchman Retired as Executive vice president of Technology and Service at Marathon Oil Corporation,Houston; TX-based Marathon Oil Corporation announced retirement of Steven Hinchman as Executive vice president of Technology and Service.,Steve Hinchman was previously the Senior vice president of Worldwide Production Operation at Marathon Oil Corporation.,Marathon Oil Corporation (NYSE: MRO) is an integrated international energy company engaged in exploration and production; oil sands mining; integrated gas; and refining; marketing and transportation.
Steve,Haindl,Chief Information Officer,Automotive Resources International,Steve Haindl was Appointed as Chief Information Officer at Automotive Resources International,Mount Laurel; NJ-based Automotive Resources International appointed Steve Haindl as Chief Information Officer.,Steve Haindl was previously the VP Information Technology at Automotive Resource International.,ARI; a subsidiary of Holman Enterprises based in Mt. Laurel; N.J.; is an industry leader and the largest privately-held fleet leasing and management company in the world.
Steve,Gable,Chief Technology Officer,Tribune,Steve Gable was Promoted to Chief Technology Officer at Tribune,Chicago; IL-based Tribune promoted Steve Gable to Chief Technology Officer.,Steve Gable was previously the Vice President; Technology at Clear Channel Radio.,TRIBUNE is Americas largest employee-owned media company; operating businesses in publishing; interactive and broadcasting.
Steve,Francia,Chief Information Officer,Portero,Steve Francia was Promoted to Chief Information Officer at Portero,New York; NY-based Portero promoted Steve Francia to Chief Information Officer.,Steve Francia was previously the VP Technology at Portero.,Portero Luxury (www.portero.com) is the leading curated source for 'premium; pre-owned; prized' authenticated luxury goods.
Steve,Feinstein,Director of Technology,SixLog,Steve Feinstein was Appointed as Director of Technology at SixLog,Santa Ana; CA-based SixLog appointed Steve Feinstein as Director of Technology.,Steve Feinstein was previously the Regional Sales Manager for a British manufacturer of hydrogen peroxide vapor generators. .,SixLog provides rapid and effective on site biological decontamination and sterilization services utilizing proprietary iHPTM (ionized Hydrogen Peroxide).
Steve,Craddock,Chief Technology Officer,PCT International,Steve Craddock was Appointed as Chief Technology Officer at PCT International,Gilbert; AZ-based PCT International appointed Steve Craddock as Chief Technology Officer.,Steve Craddock was previously an executive with Comcast. ,Founded in Gilbert; Arizona.; with just a handful of employees; today PCT maintains sales; logistics and manufacturing operations in 10 countries  and has more than 1;400 valued employees. PCT's infrastructure includes four state-of-the-artt two wholly-owned manufacturing plants; two in the USA and two in mainland China; responsible for the production of drop products and subscriber cable.
Steve,Cochran,Director; Information Services,King Arthur Flour,Steve Cochran was Appointed as Director; Information Services at King Arthur Flour,White River Junction; VT-based King Arthur Flour appointed Steve Cochran as Director; Information Services.,Steve Cochran was previously the Manager; Special Projects at Dartmouth College.,King Arthur Flour is one of America's best-selling flours; known by avid bakers for its consistent baking performance and lack of chemical additives. 
Steve,Chen,Chief Technology Officer,Google,Steve Chen Resigned as Chief Technology Officer at Google,Mountain View; CA-based Google accepted resignation of Steve Chen as Chief Technology Officer.,Steve Chen was previously the Chief Technology Officer at YouTube.,Google Inc. is an American multinational public corporation invested in Internet search; cloud computing; and advertising technologies.
Steve,Campbell,Chief Information Officer,Titanium Holdings; Inc.,Steve Campbell was Appointed as Chief Information Officer at Titanium Holdings; Inc.,Salt Lake City; UT-based Titanium Holdings; Inc. appointed Steve Campbell as Chief Information Officer.,Steve Campbell was previously the chief information officer of LendingTree; LLC.,Titanium Holdings is the parent company of Titanium Solutions; an industry leader in loss mitigation solutions.
