Dupe 1,Dupe 2
402533,402539
400466,402538
402528,402529
402525,402526
402503,402524
402499,402522
402463,402517
402461,402515
402457,402514
402456,402513
402455,402512
402453,402511
402452,402510
402451,402509
402450,402508
402447,402506
402465,402505
402443,402502
402442,402501
402441,402500
402440,402498
402438,402497
402437,402496
402436,402495
402435,402494
402434,402493
402432,402492
402431,402491
402430,402490
402428,402489
402427,402488
402426,402486
402424,402485
402420,402484
402419,402483
402418,402482
402417,402481
402416,402480
402415,402479
402414,402478
402413,402477
402412,402473
402410,402472
402408,402471
402407,402470
401867,402462
401849,402448
398883,402446
399461,402429
401536,402423
402365,402395
402299,402392
402298,402391
402296,402390
402294,402388
402293,402387
402291,402385
402290,402384
402289,402383
402288,402382
402285,402381
402284,402378
402283,402377
402282,402376
402281,402375
402280,402373
402306,402372
402279,402370
402277,402369
402275,402368
402274,402367
402273,402366
402272,402364
402271,402363
402270,402362
402269,402361
402268,402360
402267,402359
402263,402358
402262,402357
402261,402356
402260,402355
402259,402354
402305,402352
402304,402351
402253,402349
402252,402348
402251,402347
402250,402346
402249,402345
402248,402344
402247,402343
402246,402342
402245,402341
402244,402340
402243,402339
402239,402338
402238,402337
402237,402336
402236,402335
402234,402333
402233,402332
402232,402331
402230,402330
402229,402329
396822,402327
402226,402326
402224,402325
402221,402324
402220,402323
402219,402322
402216,402320
402215,402319
402213,402317
402212,402316
402210,402315
402209,402314
402207,402313
402206,402312
402205,402311
396296,402295
399462,402240
402334,402235
402168,402182
402167,402181
402166,402180
402165,402179
397431,402178
402163,402177
402162,402176
402170,402175
402161,402174
402159,402172
402121,402154
402107,402153
402100,402150
402099,402149
402098,402147
402096,402146
402093,402145
402092,402144
402091,402143
402090,402142
402089,402141
397439,402140
402087,402139
402085,402138
402084,402137
402083,402136
402081,402135
402078,402134
402077,402132
402076,402131
402073,402130
401926,402129
402072,402128
402070,402127
402069,402126
402068,402125
402067,402124
402065,402123
402064,402122
402062,402120
402059,402115
402057,402114
402055,402112
402054,402111
402053,402110
402050,402108
398374,402104
400986,402080
401991,402063
400865,402061
402024,402037
401982,402036
401977,402035
401964,402034
401962,402033
401961,402032
401960,402031
401957,402030
401955,402029
401954,402028
395507,402027
401951,402026
401950,402025
401948,402023
401947,402022
401945,402021
401943,402020
401941,402018
401940,402017
401939,402016
401938,402015
401937,402014
401936,402013
401934,402012
401933,402011
401932,402010
397427,402009
401931,402008
401930,402006
401929,402005
401928,402004
401925,402002
401924,402001
401922,402000
401921,401999
401920,401998
401919,401997
401917,401996
401915,401995
401914,401994
401912,401993
401911,401992
401910,401990
401909,401988
401908,401987
401907,401986
401906,401985
401905,401984
401966,401981
401904,401980
401900,401978
401897,401976
401895,401975
401894,401974
401965,401973
401892,401972
401891,401971
401890,401970
401115,401958
396398,401927
397736,401916
401797,401879
401784,401878
397586,401877
401783,401876
401782,401874
401781,401873
401792,401871
401780,401869
400704,401868
401778,401866
401776,401865
401775,401864
401774,401863
401773,401862
401771,401861
401770,401860
401768,401859
401767,401858
401765,401857
401764,401855
401762,401854
401761,401853
401760,401852
401759,401851
401756,401850
401754,401848
401790,401847
401752,401846
401750,401845
401749,401844
401789,401843
401746,401842
401745,401841
401744,401840
401743,401839
401741,401838
401740,401837
401739,401836
401735,401835
401734,401834
401733,401833
401732,401832
401730,401831
401728,401830
401727,401829
401788,401828
401725,401827
401724,401826
401723,401825
401721,401824
401719,401823
401718,401822
399551,401820
401717,401819
401716,401817
401715,401816
401713,401815
401711,401814
401710,401813
401708,401812
401786,401811
401707,401810
401705,401808
401704,401807
401703,401806
401702,401805
401701,401804
401697,401803
401696,401802
401695,401801
401694,401800
401693,401798
401691,401796
397557,401777
399429,401700
397721,401692
401655,401662
401654,401661
401653,401660
401652,401659
401650,401658
401649,401657
401647,401656
401627,401644
401583,401642
399967,401640
401572,401639
401570,401638
401559,401635
401550,401634
401547,401633
401541,401632
401516,401631
401477,401626
401475,401625
401474,401624
401473,401622
401472,401621
401470,401620
401469,401619
401467,401618
401465,401617
401464,401616
401463,401615
401462,401614
401460,401612
401459,401611
401458,401610
401457,401608
401456,401606
401449,401602
401448,401601
401446,401599
401445,401598
401443,401597
401440,401596
401486,401595
401439,401594
401438,401593
401437,401592
401435,401591
401434,401590
401433,401589
401430,401588
401429,401587
401428,401586
401427,401584
401425,401582
401423,401581
401422,401580
401420,401579
401417,401577
401416,401576
401415,401574
401414,401573
401412,401571
401411,401569
401410,401567
399690,401566
401409,401565
401407,401564
401405,401562
395144,401561
401404,401560
401403,401558
401402,401557
401401,401556
401400,401555
401399,401554
401398,401553
401397,401552
401393,401551
401391,401549
401390,401548
401389,401546
401388,401545
401387,401544
401386,401540
401385,401539
401483,401538
400024,401537
401383,401535
401380,401533
401379,401532
401378,401531
401376,401530
401375,401527
401482,401526
401481,401525
401374,401524
401373,401523
401370,401522
401368,401521
401366,401520
401365,401519
401364,401515
401363,401513
401362,401512
401361,401511
401360,401510
401359,401509
401357,401507
401356,401506
401159,401504
401354,401503
401353,401502
401480,401501
401351,401500
401349,401498
401348,401497
384786,401495
401343,401494
401341,401493
401339,401492
396978,401408
401283,401394
394773,401382
399602,401371
401307,401314
401272,401313
401252,401312
401250,401311
401249,401310
400744,401309
401247,401308
401246,401306
401245,401305
401244,401304
401243,401303
401258,401302
401239,401300
401238,401299
401237,401298
401235,401296
401257,401295
401234,401294
401233,401293
401231,401290
401256,401289
401227,401288
401226,401287
401224,401286
401223,401285
401222,401284
401221,401282
401220,401281
401218,401280
401216,401279
401214,401278
401213,401277
401212,401276
401255,401275
401211,401274
401210,401273
401208,401269
401207,401268
401206,401267
396785,401266
401205,401265
401204,401264
401203,401263
401202,401262
401201,401261
401200,401260
399631,401232
399142,401217
401144,401185
401139,401184
401135,401183
401120,401181
401104,401179
401025,401175
400990,401172
400953,401171
400938,401170
400935,401169
400890,401168
400886,401167
400882,401166
400874,401165
400848,401163
400844,401162
400835,401161
400827,401160
400804,401158
400803,401156
400795,401154
400759,401147
400758,401146
400756,401145
400753,401142
400752,401141
400751,401140
400750,401137
400747,401136
400746,401133
400745,401131
400742,401128
400740,401127
400739,401126
400738,401125
400737,401124
400736,401123
400734,401122
400733,401121
400732,401119
400731,401118
400730,401116
400724,401114
400722,401113
400721,401112
400720,401111
400719,401109
400718,401108
400716,401106
400715,401103
400714,401102
400712,401101
400776,401100
400711,401099
400708,401097
400706,401096
400705,401095
400703,401093
400702,401091
400700,401090
400699,401089
400698,401088
400697,401087
400695,401085
400693,401084
400691,401083
400690,401082
400689,401081
400687,401079
400684,401076
400683,401075
400775,401074
400682,401073
400681,401072
400680,401071
400679,401070
400774,401069
400676,401067
400675,401066
400674,401065
400671,401062
400670,401061
400669,401060
400668,401059
400667,401058
400665,401057
400664,401056
400663,401055
400662,401054
400661,401053
400659,401052
397062,401051
400657,401049
400653,401045
400651,401042
400650,401041
400649,401040
400648,401039
400647,401036
400646,401035
400644,401034
400773,401033
400643,401031
400642,401030
400641,401028
400639,401027
400637,401024
400635,401023
400634,401022
400632,401020
400631,401018
400772,401017
400630,401016
400629,401015
400628,401014
400627,401013
400625,401012
400624,401011
400623,401009
400621,401007
400619,401006
400618,401005
400617,401004
400615,401003
400614,401002
400613,401001
400611,400999
400610,400998
400609,400997
400608,400996
400607,400995
400606,400994
400604,400993
400603,400992
400601,400991
400600,400989
400599,400988
400598,400985
400597,400983
400596,400982
400595,400981
400594,400980
400593,400979
400592,400977
400589,400976
400587,400975
400586,400974
400585,400973
400584,400972
400583,400971
400582,400970
400581,400969
400580,400967
400579,400966
400578,400965
400576,400964
400575,400963
400574,400962
400573,400959
400572,400958
400571,400957
400570,400956
400569,400955
400568,400954
400566,400952
400565,400951
400564,400950
400563,400949
397583,400948
400562,400946
400560,400944
400559,400943
400557,400941
400556,400939
400555,400937
400554,400936
400553,400934
400771,400933
400549,400932
400548,400931
400546,400930
400544,400929
400543,400928
400542,400927
400541,400925
400540,400924
400539,400923
400538,400922
400770,400921
400537,400920
400536,400919
400533,400917
400532,400916
400531,400915
400530,400914
400529,400913
400527,400912
400526,400911
400525,400910
400524,400909
400522,400908
400769,400907
400520,400906
400519,400905
400518,400904
400517,400903
400514,400902
400512,400901
400510,400900
400508,400898
400507,400896
400768,400895
400505,400894
400504,400893
400503,400892
400502,400888
400501,400887
400499,400885
400498,400884
400496,400881
400495,400880
400494,400877
400493,400875
400492,400873
400767,400872
400489,400871
400488,400868
400486,400867
399829,400864
400485,400863
400483,400862
400481,400861
400480,400860
400478,400859
400477,400858
400475,400857
400474,400856
400473,400855
400472,400853
400470,400852
400469,400851
400468,400850
400766,400849
400465,400846
400464,400845
400463,400843
400462,400842
400461,400841
400460,400839
400459,400838
400457,400836
400456,400834
400455,400833
400454,400830
400453,400829
400452,400826
400451,400825
400764,400824
400449,400823
400447,400821
400446,400820
400445,400819
400444,400818
400442,400817
400441,400816
400440,400812
400439,400811
400438,400810
400436,400809
400435,400808
400434,400807
400433,400806
400430,400802
400429,400801
400428,400800
400427,400799
400425,400798
396778,400797
400420,400794
400419,400793
400418,400792
397577,400757
398908,400658
399959,400577
399946,400521
398801,400487
400335,400337
400297,400334
400295,400333
400294,400332
400293,400330
400291,400329
400290,400327
400289,400326
400288,400325
400287,400324
400286,400323
400285,400322
400284,400321
400283,400320
400281,400319
400300,400318
400299,400317
400279,400316
400278,400315
400277,400314
400276,400313
400275,400312
400273,400311
400272,400310
400271,400309
400268,400308
395883,400307
400265,400306
400263,400304
400262,400303
394784,400282
400241,400250
400240,400249
400239,400248
400238,400247
400237,400246
400236,400245
400235,400244
400234,400243
400233,400242
400215,400230
400213,400227
400212,400226
400211,400225
400209,400223
400208,400221
400206,400219
400205,400218
400204,400217
400182,400202
400181,400201
400178,400200
400175,400199
400174,400198
400173,400197
400172,400196
400170,400195
400169,400194
400168,400193
400167,400192
400165,400191
400164,400190
400162,400189
400160,400188
400159,400187
400155,400185
400154,400184
397051,400156
400134,400145
400133,400144
400132,400142
400131,400141
400130,400140
400128,400138
400127,400137
400126,400136
400112,400123
400111,400121
400110,400120
400109,400119
400106,400118
400105,400117
400104,400116
400103,400115
400101,400113
400092,400096
400093,400095
400089,400094
400065,400087
400064,400086
400063,400085
400062,400084
400060,400083
400059,400080
400058,400079
400057,400078
400055,400077
400054,400076
400053,400075
400052,400073
400051,400072
400050,400071
400049,400070
400048,400069
400047,400068
400043,400067
400042,400066
400033,400038
400032,400037
398644,400036
400031,400035
400030,400034
399988,400029
399981,400027
399969,400026
399954,400025
399940,400023
399929,400022
399014,400020
399910,400019
399909,400018
399908,400017
399906,400016
399905,400015
399904,400014
399915,400012
399903,400011
399902,400010
399901,400009
399900,400008
399899,400007
399898,400006
399897,400005
399895,400004
399893,400003
399892,400001
399891,400000
399889,399999
399888,399998
399887,399997
399886,399996
399885,399995
399884,399994
399883,399993
399882,399992
399881,399991
399880,399990
399879,399989
399878,399987
399877,399986
399876,399985
399875,399984
399874,399983
399873,399982
399869,399980
399866,399979
399864,399977
399863,399976
399862,399975
399861,399974
399860,399973
399859,399972
399858,399971
399857,399970
399856,399968
399855,399966
399854,399964
399853,399963
397808,399961
399850,399960
399849,399958
399848,399957
399847,399956
399846,399955
399844,399953
399913,399952
399841,399951
399840,399950
399837,399948
399836,399947
399834,399945
399833,399944
399832,399943
399831,399942
399830,399941
399828,399939
399827,399938
399826,399937
399825,399935
399824,399934
399823,399933
399822,399932
399821,399930
399819,399928
399818,399927
399817,399926
399815,399925
399814,399924
399813,399921
399812,399920
399811,399919
399809,399918
399785,399793
399779,399792
399741,399791
399739,399790
399733,399789
399723,399787
399722,399786
399720,399784
399719,399783
399717,399781
399716,399780
399715,399778
399714,399777
399710,399776
399709,399775
399708,399774
399707,399773
399705,399772
399703,399771
399702,399769
399701,399768
399700,399767
399699,399766
399724,399765
399698,399764
399697,399763
399696,399762
399695,399761
399694,399760
399691,399758
399689,399756
