First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Carol,Kline,Chief Information Officer,Teletech Holdings Inc,Carol Kline was Appointed as Chief Information Officer at Teletech Holdings Inc,Englewood; CO-based Teletech Holdings Inc appointed Carol Kline as Chief Information Officer.,Carol Kline was previously the Executive vice president of operations at EchoStar. ,For nearly 30 years; TeleTech and its subsidiaries have helped the worlds largest companies achieve their most ambitious goals.
Carol,Katzman,Vice President for Information Technology,Bernard College,Carol Katzman was Appointed as Vice President for Information Technology at Bernard College,New York; NY-based Bernard College appointed Carol Katzman as Vice President for Information Technology.,Carol Katzman was previously Hunter Colleges deputy chief information officer.,Since its founding in 1889; Barnard has been a distinguished leader in higher education; offering a rigorous liberal arts foundation to young women whose curiosity; drive; and exuberance set them apart.
Carol,Clark,Chief Information Officer,Bureau of National Affairs; Inc.,Carol Clark was Appointed as Chief Information Officer at Bureau of National Affairs; Inc.,Arlington; VA-based Bureau of National Affairs; Inc. appointed Carol Clark as Chief Information Officer.,Carol Clark was previously the Vice president for resource management at BNA.,BNA is the largest independent publisher of information and analysis products for professionals in business and government  publishing more than 350 daily; weekly; monthly; and up-to-the-minute news services covering the full range of legal; legislative; regulatory; and economic developments that impact the business environment around the nation and the world.
Carmine,Pinto,Chief Technology Officer,Qnective,Carmine Pinto was Appointed as Chief Technology Officer at Qnective,Reno; NV-based Qnective appointed Carmine Pinto as Chief Technology Officer.,Carmine Pinto was previously with the Westinghouse Electric AG; where he directed the development and execution of the technology strategy for Italy; Switzerland and South Germany for 7 years.,Qnective is in the business of design; development; and distribution of telecommunications software and services for voice over internet (VoIP) communications.
Carlos,Jorquera,Chief Technology Officer,Boulder Imaging,Carlos Jorquera was Promoted to Chief Technology Officer at Boulder Imaging,Louisville; CO-based Boulder Imaging promoted Carlos Jorquera to Chief Technology Officer.,Carlos Jorquera was previously Systems Engineer at Jet Propulsion Laboratory.,Boulder Imaging; Inc. is the leading U.S. imaging specialist providing real-time image acquisition; analysis; and processing solutions for high speed; high performance; and high precision manufacturing; engineering; and scientific applications.
Carlo,DiNallo,Chief Technology Officer,Maxtena,Carlo DiNallo was Promoted to Chief Technology Officer at Maxtena,Blacksburg; VA-based Maxtena promoted Carlo DiNallo to Chief Technology Officer.,Carlo DiNallo was previously the Chief Scientist at  Maxtena Inc.,Maxtena is a research; product development; and antenna manufacturing company offering both standard and custom antenna products for a variety of applications with an emphasis on compact and high performance GPS antennas for handheld receivers and systems along with elements and systems for satellite communication terminals
Carl,Duhnoski,Chief Information Officer,PSS World Medical,Carl Duhnoski was Appointed as Chief Information Officer at PSS World Medical,Jacksonville; FL-based PSS World Medical appointed Carl Duhnoski as Chief Information Officer.,Carl Duhnoski was previously the Global Product Manager at Bloomberg Financial Markets.,Physician Sales and Service; Inc. was founded in 1983 with a mission to fulfill the inventory needs of office-based physicians by providing unique and innovative services.
Cameron,Ferroni,Chief Technology Officer,Emicus,Cameron Ferroni Resigned as Chief Technology Officer at Emicus,Seattle; WA-based Emicus accepted resignation of Cameron Ferroni as Chief Technology Officer.,Cameron Ferroni was previously the Founder at  Fisheye Solutions .,Emicus provides a suite of free tools to help you prepare for and recover from hurricanes and other natural disasters.
Caine,Finnerty,Director of SOFC Systems Development,Protonex Technology,Caine Finnerty was Appointed as Director of SOFC Systems Development at Protonex Technology,Southborough; MA-based Protonex Technology appointed Caine Finnerty as Director of SOFC Systems Development.,Caine Finnerty was previously the Chief Technology Officer at Nanodynamics; Inc.,Protonex Technology Corporation engages in the development and commercialization of fuel cell power solutions for the portable; remote; and mobile applications in the 10 to 1;000-watt range.
Paul,Liao,President; CEO,Cable Television Laboratories,Paul Liao was Appointed as President; CEO at Cable Television Laboratories,Louisville; CO-based Cable Television Laboratories appointed Paul Liao as President; CEO.,CableLabs was previously the chief technology officer of Panasonic Corp. (NYSE: PC) of North America.,Cable Television Laboratories; Inc. (CableLabs) is a non-profit research and development consortium that is dedicated to pursuing new cable telecommunications technologies and to helping its cable operator members integrate those technical advancements into their business objectives.
Burke,Cox,Chief Technology Officer,Platinum Solutions,Burke Cox was Appointed as Chief Technology Officer at Platinum Solutions,Reston; VA-based Platinum Solutions appointed Burke Cox as Chief Technology Officer.,Burke Cox was previously the Chief executive of Stelligent.,Platinum Solutions; Inc. of Reston; Virginia; is an award-winning leader in systems integration and collaborative solutions for the federal government.
Bryan,Tutor,Chief Information Officer,Vought Aircraft,Bryan Tutor was Appointed as Chief Information Officer at Vought Aircraft,Dallas; TX-based Vought Aircraft appointed Bryan Tutor as Chief Information Officer.,Bryan Tutor was previously the Program Manager - Aerostructures IT at Northrop Grumman.,Vought Aircraft Industries; Inc. was acquired by Triumph Group; Inc. in June 2010 and was renamed Triumph Aerostructures - Vought Aircraft Division. Triumph Aerostructures - Vought Aircraft Division is a leading global manufacturer of aerostructures for commercial; military and business jet aircraft. 
