First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Tom,Lookabaugh,Chief Technology Officer,Entropic Hires Former PolyCipher CEO Lookabaugh,Tom Lookabaugh was Appointed as Chief Technology Officer at Entropic Hires Former PolyCipher CEO Lookabaugh,San Diego; CA-based Entropic Hires Former PolyCipher CEO Lookabaugh appointed Tom Lookabaugh as Chief Technology Officer.,Tom Lookabaugh was previously the CEO at PolyCipher.,Entropic Communications; Inc. is a leading fabless semiconductor company that designs; develops and markets systems solutions to enable connected home entertainment.
Tom,Harvey,Chief Information Officer,The Energy Authority,Tom Harvey was Promoted to Chief Information Officer at The Energy Authority,Jacksonville; FL-based The Energy Authority promoted Tom Harvey to Chief Information Officer.,Tom Harvey was previously a Civil Engineer at a Municipal  Utility District.,The Energy Authority; Inc.; (TEA) is a nonprofit corporation organized and operated under the Georgia Nonprofit Corporation Code.
Tom,Halbouty,Chief Information Officer,Pioneer Natural Resources Company,Tom Halbouty was Appointed as Chief Information Officer at Pioneer Natural Resources Company,Irving; TX-based Pioneer Natural Resources Company appointed Tom Halbouty as Chief Information Officer.,Tom Halbouty was previously with Andersen Consulting (Accenture).,Pioneer Natural Resources Company engages in the exploration and production of oil and gas in the United States; South Africa; and Tunisia. 
Thomas,Giordano,Chief Information Officer,Watson Pharmaceuticals,Thomas Giordano was Appointed as Chief Information Officer at Watson Pharmaceuticals,Corona; CA-based Watson Pharmaceuticals appointed Thomas Giordano as Chief Information Officer.,Tom Giordano was previously the CIO & SVP at Diageo / Burger King Corporation.,Watson Pharmaceuticals; Inc. is a global specialty pharmaceutical company engaged in the development; manufacturing; marketing and distribution of generic pharmaceuticals and specialized branded pharmaceutical products.
Tom,Fisher,Chief Technology Officer,SuccessFactors,Tom Fisher was Appointed as Chief Technology Officer at SuccessFactors,San Mateo; CA-based SuccessFactors appointed Tom Fisher as Chief Technology Officer.,Tom Fisher was previously the CTO at eBay.,What does SuccessFactors do? SuccessFactors is one of the fastest growing software companies in the world.
Tom,Evslin,Chief Technology Officer,State of Vermont,Tom Evslin Resigned as Chief Technology Officer at State of Vermont,Montpelier; VT-based State of Vermont accepted resignation of Tom Evslin as Chief Technology Officer.,Tom Evslin founded several successful technology companies and he was one of the pioneers of VoIP technology,Vermont is a state in the New England region of the northeastern United States of America. The state ranks 43rd by land area; 9;250 square miles (24;000 km2); and 45th by total area. It has a population of 621;270; making it the second least-populated state
Tom,Donohue,Senior Vice President Technology,Cablevision,Tom Donohue was Appointed as Senior Vice President Technology at Cablevision,Bethpage; NY-based Cablevision appointed Tom Donohue as Senior Vice President Technology.,Tom Donohue was previously the CTO at Hachette Filipacchi Media ,Cablevision Systems Corporation is one of the nation's leading telecommunications; media and entertainment companies. In addition to its Optimum branded cable; Internet; and voice offerings; the company owns and operates News 12 Networks; MSG Varsity and Newsday Media Group.
Tom,Delaney,Chief Information Officer,New York University School of Law,Tom Delaney was Appointed as Chief Information Officer at New York University School of Law,New York; NY-based New York University School of Law appointed Tom Delaney as Chief Information Officer.,Tom Delaney Associate Dean at NYU School of Law.,The creation and transmission of knowledge is central to the core mission of a university.
Tom,Bauer,Chief Information Officer,Allianz Life,Tom Bauer was Promoted to Chief Information Officer at Allianz Life,Minneapolis; MN-based Allianz Life promoted Tom Bauer to Chief Information Officer.,Tom Bauer was previously interim CIO.,Founded in 1896 and based in Minneapolis; Allianz Life Insurance Company of North America (Allianz) provides fixed and variable annuities; life insurance policies; and long term care insurance products in the United States.
Todd,Swinderman,Chief Technology Officer,Martin Engineering,Todd Swinderman was Appointed as Chief Technology Officer at Martin Engineering,Neponset; IL-based Martin Engineering appointed Todd Swinderman as Chief Technology Officer.,Todd Swinderman was previously the President and Chief Executive Officer of Martin Engineering.,Martin Engineering Company manufactures bulk materials handling cleaners. The companys products include belt cleaners/accessories; transfer points; air cannons; engineered vibration products; railcar unloading products; dust management products; air supported conveyors; repair and wear parts; and original equipment manufacturers.
Todd,Rutherford,Vice President of Information Technology,Laburnum Ventures,Todd Rutherford was Appointed as Vice President of Information Technology at Laburnum Ventures,Vancouver; BC-based Laburnum Ventures appointed Todd Rutherford as Vice President of Information Technology.,Todd Rutherford was previously with AGR Stone Tools. ,Holding Company
Todd,Reynolds,Chief Technology Officer,Lighthouse1,Todd Reynolds was Appointed as Chief Technology Officer at Lighthouse1,Minnetonka; MN-based Lighthouse1 appointed Todd Reynolds as Chief Technology Officer.,Todd Reynolds was previously the Principle Program Manager at Microsoft.,Lighthouse1 and its partners serve more than 2.5 million consumers; making Lighthouse1 the nations largest web-based healthcare solution that manages HSAs; HRAs; FSAs; and Transit Plans.
Todd,Park,Chief Technology Officer,U.S. Department of Health and Human Services,Todd Park was Appointed as Chief Technology Officer at U.S. Department of Health and Human Services,Washington; DC-based U.S. Department of Health and Human Services appointed Todd Park as Chief Technology Officer.,Todd Park was previously co-founder and current Board Director;,The Health Resources and Services Administration (HRSA); an agency of the U.S. Department of Health and Human Services; is the primary Federal agency for improving access to health care services for people who are uninsured; isolated or medically vulnerable.
Todd,Davis,Chief Technology Officer,Choice Hotels,Todd Davis was Promoted to Chief Technology Officer at Choice Hotels,Silver Spring; MD-based Choice Hotels promoted Todd Davis to Chief Technology Officer.,Todd Davis was previously vice president of property systems development and administration for Choice Hotels.,Choice Hotels International is one of the largest and most successful lodging franchisors in the world.
Toby,Redshaw,Chief Information Officer,American Express Company ,Toby Redshaw was Appointed as Chief Information Officer at American Express Company ,New York ; NY-based American Express Company  appointed Toby Redshaw as Chief Information Officer.,Toby Eduardo Redshaw was previously with Aviva in London; where he had served as Global Chief Information officer since 2008.,American Express is a global services company; providing customers with access to products; insights and experiences that enrich lives and build business success.
Timothy,Kasbe,Chief Information Officer,Sears Holdings Corporation,Timothy Kasbe was Appointed as Chief Information Officer at Sears Holdings Corporation,Hoffman Estates; IL-based Sears Holdings Corporation appointed Timothy Kasbe as Chief Information Officer.,Timothy Kasbe was previously the CIO at Reliance Retail.,Sears Holdings Corporation is the nation's fourth largest broadline retailer with approximately 3;900 full-line and specialty retail stores in the United States and Canada.
Timothy,Cherubini,Director of Information Resources,SOLINET,Timothy Cherubini was Appointed as Director of Information Resources at SOLINET,Atlanta; GA-based SOLINET appointed Timothy Cherubini as Director of Information Resources.,Timothy Cherubini has 20 year veteran in the library industry.,The Southeastern Library Network; Inc. (SOLINET) is an Atlanta-based not-for-profit library cooperative serving Alabama; Florida; Georgia; Indiana; Kentucky; Louisiana; Mississippi; North Carolina; South Carolina; Tennessee; Virginia and the Caribbean. 
Tim,Chavis,Director of ITSD,Lawrence Technological University,Tim Chavis was Appointed as Director of ITSD at Lawrence Technological University,Southfield; MI-based Lawrence Technological University appointed Tim Chavis as Director of ITSD.,Timothy Chavis was previously the Executive Director of Service Delivery at Covansys.,Lawrence Technological University is a private university located in Southfield; Michigan.
Timo,Jaakkola,Chief Operating Officer,Environics USA,Timo Jaakkola was Promoted to Chief Operating Officer at Environics USA,Abingdon; MD-based Environics USA promoted Timo Jaakkola to Chief Operating Officer.,Timo was with EOY from 1997-2001 and again from 2003 until 2008. Before coming to the USA; Timo was Director of Sales for EOY and he served as an officer in the CBRN Detachment of the European Union Battle Group for a year in 2007-2008. ,Environics Oy provides its customers information for situational awareness and consequence management through its sensors; detection instruments; integrated networks and CBRN reconnaissance vehicles. 
