First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Dennis,Smith,Director of New Business Applications,A. Schulman,Dennis Smith was Promoted to Director of New Business Applications at A. Schulman,Fairlawn; OH-based A. Schulman promoted Dennis Smith to Director of New Business Applications., Dennis Smith was previously the Director of Technology and General Manager for the Invision sheet business since 2005.,A. Schulman is a leading international supplier of high-performance plastic compounds and resins; which are used as raw materials in a variety of markets. 
David,Verdun,Chief Technology Officer,P2 Energy Solutions,David Verdun was Appointed as Chief Technology Officer at P2 Energy Solutions,Houston; TX-based P2 Energy Solutions appointed David Verdun as Chief Technology Officer., David Verdun was previously the EVP R&D and Technical Support at  Paradigm; B.V. ,P2 Energy Solutions focuses on the development and support of data; software and enterprise services to meet the information and business process needs of the energy industry.
David,Beatson,Chief Technology Officer,Acorn Energy; Inc.,David Beatson was Appointed as Chief Technology Officer at Acorn Energy; Inc.,Montchanin; DE-based Acorn Energy; Inc. appointed David Beatson as Chief Technology Officer., David Beatson previously served as President of Confero Solutions; Inc. since he founded the company on October 1; 2006.,Acorn Energy; Inc. is a publicly traded holding company with equity interests in CoaLogix; Coreworx; DSIT and GridSense. 
Brady,Adams,Chief Technology Officer,360networks Corp.,Brady Adams was Appointed as Chief Technology Officer at 360networks Corp.,Seattle; WA-based 360networks Corp. appointed Brady Adams as Chief Technology Officer., Brady Adams was previously the VP Engineering and Operations at Grande Communications.,360networks is a full service wholesaler of VoIP; Transport; IP; and Local Access services on its wholly owned fiber optic backbone.
Ryan,Paul,Chief Technology Officer,Google,Ryan Paul was Appointed as Chief Technology Officer at Google,Mountain View; CA-based Google appointed Ryan Paul as Chief Technology Officer.,,The Linux Foundation is the nonprofit consortium dedicated to fostering the growth of Linux.
Geoff,Kohl,President; Products Group,DVTel,Geoff Kohl was Appointed as President; Products Group at DVTel,Ridgefield Park; NJ-based DVTel appointed Geoff Kohl as President; Products Group.,,Step inside the world of iSOC V5:the only open standards; IP-based security operations center that unifies all your video; audio; data; access control; and alarm management functionality and requirements into one command and control center.
Edward,Bayne,Chief Technology Officer,Southern Iron Works I,Edward Bayne was Promoted to Chief Technology Officer at Southern Iron Works,Springfield; VA-based Southern Iron Works I promoted Edward Bayne to Chief Technology Officer.,,Southern Iron Works is a structural steel fabricator serving Virginia; Maryland; the District of Columbia and the eastern United States.
Paul,Englund,Chief Information Officer,Saints Medical Center in Lowell,Paul Englund was Appointed as Chief Information Officer at Saints Medical Center in Lowell,Lowell; MA-based Saints Medical Center in Lowell appointed Paul Englund as Chief Information Officer.,,SMC - Saints Medical Center; Lowell; MA; (formerly know as saints memorial medical center; lowell MA; SMMC) lowell hospital; lowell nurses; lowell doctor; lowell community hospital; lowell cancer center; lowell dialysis center; lowell medical center; middlesex medical center; middlesex doctor; middlesex cancer center; middlesex dialysis center; middlesex nurse; middlesex community hospital; lowell donation center; lowell walkin clinics; middlesex walkin clinics; lowell physician; middlesex physicians; lowell bone and joint center; middlesex bone and joint center; lowell e-cards; middlesex  .
Alexandre,Oliveira,Chief Technology Officer,Localeze,Alexandre Oliveira was Appointed as Chief Technology Officer at Localeze,Vienna; VA-based Localeze appointed Alexandre Oliveira as Chief Technology Officer.,Alexandre Oliveira was previously the vice president of application development for TARGUSinfo; the leading provider of On-Demand Insights about prospects and customers.,Localeze is the largest online content management company serving businesses; local search engine publishers and ready-to-buy consumers.
Alex,Charalambides,Chief Information Officer,LiveTechnology,Alex Charalambides was Promoted to Chief Information Officer at LiveTechnology,Purchase; NY-based LiveTechnology promoted Alex Charalambides to Chief Information Officer.,Alex Charalambides was previously the CTO at VOIG Inc. ,LiveTechnology is a single platform that manages communications across 49 forms of media (tv; etc); ensuring all communications; marketing and advertising are on-brand; on-message; relevant and legally compliant. .
Vladimir,Syerik,Chief Technology Officer,LeadGenesys,Vladimir Syerik was Appointed as Chief Technology Officer at LeadGenesys,San Francisco; CA-based LeadGenesys appointed Vladimir Syerik as Chief Technology Officer.,Vladimir Syerik was previously the Software Architect at AdviceAmerica.,LeadGenesys provides a Caller ID for the Website solution that reveals and triggers alerts on your high value anonymous website visitors before they self identify themselves.
Steve,Rogers,Chief Technology Officer,Kovarus,Steve Rogers was Appointed as Chief Technology Officer at Kovarus,South San Francisco; CA-based Kovarus appointed Steve Rogers as Chief Technology Officer.,Steve Rogers was previously the vice president of engineering and strategic planning for Jeskell; a national IBM VAR. At Jeskell he was tasked with growing the services revenue and achieved 100% growth in just six months. ,Kovarus; Inc; is a technology integrator specializing in enterprise storage and networking solutions.
Scott,Richter,Chief Technology Officer,Knowlagent,Scott Richter was Promoted to Chief Technology Officer at Knowlagent,Alpharetta; GA-based Knowlagent promoted Scott Richter to Chief Technology Officer.,Prior to joining Knowlagent; Scott worked for 9 years in the IVR space for Computer Communications Specialists; Inc. Scott has a BS in Computer Science from the University of Texas at Austin.,Knowlagent provides the only call center software that increases agent utilization by delivering shrinkage activities during idle time.
Linda,Lannen,Chief Information Officer,Kleinfelder,Linda Lannen was Appointed as Chief Information Officer at Kleinfelder,San Diego; CA-based Kleinfelder appointed Linda Lannen as Chief Information Officer.,Linda Lannen was previously the vice president of information technology at MWH Global Inc.; Broomfield; Colo.,Kleinfelder is a leading professional services firm in natural and built environments for municipalities; government agencies; multinational companies and industrial concerns across the nation.
David,Martinez,Chief Information Officer,King County,David Martinez Resigned as Chief Information Officer at King County,Seattle; WA-based King County accepted resignation of David Martinez as Chief Information Officer.,David Martinez was previously the Senior LAN Administrator at King County.,King County is located in the U.S. state of Washington. The population in the 2000 census was 1;737;034; and in 2009 was an estimated 1;916;441. By population; King is the largest county in Washington; and the 14th largest in the United States.
Roger,Kirouac,Interim Chief Information Officer,King County,Roger Kirouac was Appointed as Interim Chief Information Officer at King County,Seattle; WA-based King County appointed Roger Kirouac as Interim Chief Information Officer.,Roger Kirouac was previously the IT Service Delivery Manager at Public Health Seattle & King County.,King County is located in the U.S. state of Washington. The population in the 2000 census was 1;737;034; and in 2009 was an estimated 1;916;441. By population; King is the largest county in Washington; and the 14th largest in the United States.
Marc,Hollander,Executive Vice President Technology,KickApps,Marc Hollander was Appointed as Executive Vice President Technology at KickApps,New York; NY-based KickApps appointed Marc Hollander as Executive Vice President Technology.,Marc previously led the AOL Entertainment Engineering Group; a team spanning six locations; and was responsible for the architecture and development of some of the world’s most passionately used applications including Moviefone; AOL Music; AOL & Netscape Radio; AOL Games and TV applications; CompuServe Welcome Page; and many other applications as well as a suite of web services. ,KickApps provides brands; enterprises and web publishers with solutions that enable them to create and manage next generation web experiences that are social; interactive; dynamic; distributed; and data-informed.
Tony,Paine,President,Kepware Technologies,Tony Paine was Promoted to President at Kepware Technologies,Portland; ME-based Kepware Technologies promoted Tony Paine to President.,Tony Paine joined Kepware in 1996 and throughout his career there; Tony has been pivotal in the architectural development of all Kepware products.,Kepware is the world leader in communication software for automation and offers unique experience in both OPC and embedded device communications.
Neil,Weiss,Chief Information Officer,Jackson Family Wines,Neil Weiss was Appointed as Chief Information Officer at Jackson Family Wines,Santa Rosa; CA-based Jackson Family Wines appointed Neil Weiss as Chief Information Officer.,Neil Weiss was previously a special consultant to Williams-Sonoma; Inc. and as vice president; information systems for Smith and Hawken. Weiss began his IT career with Andersen Consulting before moving to KPMG and later Gap; Inc. ,Kendall-Jackson Vineyard Estates is a vineyardand winery; under the Kendall-Jackson brand; located in Santa Rosa; California in the Sonoma Valley wine country.
