First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Gary,Czubak,Chief Technology Officer,Network Engineering Technologies,Gary Czubak was Appointed as Chief Technology Officer at Network Engineering Technologies,Middleton; WI-based Network Engineering Technologies appointed Gary Czubak as Chief Technology Officer.,Gary Czubak was previously the Vice President; Operations at BuySide; Inc.,NET provides a comprehensive suite of professional services from network design and engineering services to remote; onsite and logistical solutions.
Gary,Boyd,Vice President of Information Technology,Sterling Life Insurance,Gary Boyd was Appointed as Vice President of Information Technology at Sterling Life Insurance,Boise; ID-based Sterling Life Insurance appointed Gary Boyd as Vice President of Information Technology.,Gary Boyd was previously the Vice president  of IT to chief administrative officer at Sterling Life Insurance Company.,Established in 1958; Sterling Life Insurance Company is rated A- (Excellent) by A.M. Best; and is dedicated to providing a variety of affordable healthcare solutions to Medicare beneficiaries.
Scott,Arvidson,Chief Information Officer,Kansas City Southern,Scott Arvidson Resigned as Chief Information Officer at Kansas City Southern,Kansas City; MO-based Kansas City Southern accepted resignation of Scott Arvidson as Chief Information Officer.,Gary Arvidson was also EVP and Chief Operating Officer for the U.S. rail unit; Kansas City Southern Railway.,We honor and carry on the unique legacy of KCSits ambitious; entrepreneurial spirit and Can-Do attitude.
Garry,Mahoney,Chief Technology Officer,INTECSEA,Garry Mahoney was Appointed as Chief Technology Officer at INTECSEA,Houston; TX-based INTECSEA appointed Garry Mahoney as Chief Technology Officer.,Garry Mahoney was previously the Director in the ENI/Saipem group.,INTECSEA is a leading engineering and project management company serving the international oil and gas industry with over 800 employees and offices in Houston; Rio de Janeiro; London; Delft; Kuala Lumpur; Singapore; Perth; and Melbourne.
Ganesh,Sundaram,Vice President of Information Technology,Cambridge Nanotech Inc,Ganesh Sundaram was Promoted to Vice President of Information Technology at Cambridge Nanotech Inc,Cambridge; MA-based Cambridge Nanotech Inc promoted Ganesh Sundaram to Vice President of Information Technology.,Ganesh Sundaram was previously the Product Manager at Veeco Instruments.,Cambridge NanoTech delivers Atomic Layer Deposition (ALD) systems capable of depositing ultra-thin films that are used in a wide variety of research and industrial applications.
Ganesan,Ravishanker,Chief Information Officer,Pace University,Ganesan Ravishanker was Appointed as Chief Information Officer at Pace University,New York; NY-based Pace University appointed Ganesan Ravishanker as Chief Information Officer.,Ganesan Ravishanker was previously Associate VP for Information Technology Services at Wesleyan University.,Pace University is an educational institution that offers bachelors; masters; and doctoral degree courses in art; banking; biology; chemistry; economics; mathematics; business management; philosophy; and nursing.
Gabrielle,Wolfson,Chief Information Officer,Integra LifeSciences Holdings Corporation,Gabrielle Wolfson was Appointed as Chief Information Officer at Integra LifeSciences Holdings Corporation,Plainsboro; NJ-based Integra LifeSciences Holdings Corporation appointed Gabrielle Wolfson as Chief Information Officer.,Gabrielle Wolfson was previously the Vice President and Chief Information Officer at Par Pharmaceuticals (Par).,Integra LifeSciences Holdings Corporation; a world leader in regenerative medicine; is a global medical device company dedicated to improving the quality of life for millions of patients every year.
Martha,Morphy,Chief Information Officer,National Archives and Records Administration,Martha Morphy Retired as Chief Information Officer at National Archives and Records Administration,College Park; MD-based National Archives and Records Administration announced retirement of Martha Morphy as Chief Information Officer.,From 1998 until her appointment as Assistant Archivist for Information Services in 2006; Martha Morphy was a senior member of NARA's IT management team. ,The National Archives and Records Administration (NARA) is the nation's record keeper. Of all documents and materials created in the course of business conducted by the United States Federal government; only 1%-3% are so important for legal or historical reasons that they are kept by us forever. 
Fred,Tomczyk,Chief Executive Officer,TD Ameritrade Holding Corp.,Fred Tomczyk was Promoted to Chief Executive Officer at TD Ameritrade Holding Corp.,Omaha; NE-based TD Ameritrade Holding Corp. promoted Fred Tomczyk to Chief Executive Officer.,Fred Tomczyk was previously the Vice chair of corporate operations for TD Bank Group (TDBG).,TD AMERITRADE Holding Corporation; through its subsidiaries; provides securities brokerage services and technology-based financial services in the United States.
Fred,Salchli,Chief Information Officer,Duo Consulting,Fred Salchli was Appointed as Chief Information Officer at Duo Consulting,Chicago; IL-based Duo Consulting appointed Fred Salchli as Chief Information Officer.,Fred Salchi was previously the Senior Systems Engineer at SeatonCorp.,Duo Consulting helps accounting; architecture; financial; law and other professional service firms make the most of their online presence. 
Fred,Koller,Chief Technology Officer,Cyntellect,Fred Koller was Appointed as Chief Technology Officer at Cyntellect,San Diego; CA-based Cyntellect appointed Fred Koller as Chief Technology Officer.,Fred Koller was previously President & CEO at Cyntellect,Cyntellect is dedicated to setting new standards in cell analysis; purification; and processing technology.
Fred,Killeen,Chief Technology Officer,General Motors,Fred Killeen was Appointed as Chief Technology Officer at General Motors,Detroit; MI-based General Motors appointed Fred Killeen as Chief Technology Officer.,Fred Killeen was previously the Managing Consultant at Hewlett-Packard.,General Motors is the the world's #1 maker of cars and trucks; with brands such as Buick; Cadillac; Chevrolet; GMC; Pontiac; Saab; and Saturn. 
Fred,Barrett,Vice President of Information Systems,OnAsset Intelligence,Fred Barrett was Appointed as Vice President of Information Systems at OnAsset Intelligence,Irving; TX-based OnAsset Intelligence appointed Fred Barrett as Vice President of Information Systems.,Fred Barrett was previously the Founder; VP Product Development at RFTrax; Inc.,OnAsset Intelligence is a leading service provider of remote monitoring and freight intelligence solutions.
