Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
Lightspeed Systems Inc,www.lightspeedsystems.com,,$10-50 Million,25-100,Software & Internet : Software & Internet Other,,,1800 19th St,,Bakersfield,United States,CA,93301,661.716.7600,,Lightspeed Systems Inc is one of the leading companies in the Software & Internet  sector.,,,,
Lightspeed Systems Inc,www.lightspeedsystems.com,,$10-50 Million,25-100,Software & Internet : Software & Internet Other,,,1800 19th St,,Bakersfield,United States,CA,93301,661.716.7600,,Lightspeed Systems Inc is one of the leading companies in the Software & Internet  sector.,,,,
Calcot; Ltd.,www.calcot.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,1900 E Brundage Ln,,Bakersfield,United States,CA,93307,661.327.5961,,Calcot; Ltd. is one of the leading companies in the Business Services  sector.,,,,
Aera Energy LLC,www.aeraenergy.com,,> $1 Billion,1K-10K,Energy & Utilities : Gasoline and Oil Refineries,,,10000 Ming Ave.,,Bakersfield,United States,CA,93311,661.665.5000,,Aera Energy LLC is one of the leading companies in the Energy & Utilities  sector.,,,,
Aera Energy LLC,www.aeraenergy.com,,> $1 Billion,1K-10K,Energy & Utilities : Gasoline and Oil Refineries,,,10000 Ming Ave.,,Bakersfield,United States,CA,93311,661.665.5000,,Aera Energy LLC is one of the leading companies in the Energy & Utilities  sector.,,,,
VS Athletics,www.vsathletics.com,,$1-10 Million,25-100,Retail : Retail Other,,,4035 S Higuera St,,San Luis Obispo,United States,CA,93401,805.781.3790,,VS Athletics is one of the leading companies in the Retail  sector.,,,,
MindBody Software,www.mindbodyonline.com,,$10-50 Million,100-250,Software & Internet : Software,,,4051 Broad St Ste 220,,San Luis Obispo,United States,CA,93401,805.546.2000,,MindBody Software is one of the leading companies in the Software & Internet  sector.,,,,
Silvas Oil Co,www.silvasoil.com,,$1-10 Million,25-100,Manufacturing : Chemicals and Petrochemicals,,,PO BOX 1048,,Fresno,United States,CA,93714,559.233.5171,,Silvas Oil Co is one of the leading companies in the Manufacturing  sector.,,,,
Premier Valley Bank,www.premiervalleybank.com,,$10-50 Million,100-250,Financial Services : Banks,,,255 E River Park Cir Ste 180,,Fresno,United States,CA,93720,559.438.2002,,Premier Valley Bank is one of the leading companies in the Financial Services  sector.,,,,
McCormick Barstow Sheppard Wayte,www.mccormickbarstow.com,,$10-50 Million,100-250,Business Services : Legal Services,,,5 E River Park Pl E,,Fresno,United States,CA,93720,559.433.1300,,McCormick Barstow Sheppard Wayte is one of the leading companies in the Business Services  sector.,,,,
Vyatta,www.vyatta.com,,$10-50 Million,25-100,Computers & Electronics : Networking Equipment and Systems,,,1301 Shoreway Rd Ste 200,,Belmont,United States,CA,94002,650.413.7200,,Vyatta is one of the leading companies in the Computers & Electronics  sector.,,,,
XOJET; Inc.,www.xojet.com,,$100-250 Million,250-1000,Transportation & Storage : Air Couriers and Cargo Services,,,2000 Sierra Point Pkwy,,Brisbane,United States,CA,94005,650.676.4700,,XOJET; Inc. is one of the leading companies in the Transportation & Storage  sector.,,,,
Norman Wright Mechanical Equip,www.norman-wright.com,,$10-50 Million,25-100,Business Services : Sales Services,,,99 S Hill Dr,,Brisbane,United States,CA,94005,415.467.7600,,Norman Wright Mechanical Equip is one of the leading companies in the Business Services  sector.,,,,
Vision Capital,www.visioncap.com,,$1-10 Million,25-100,Financial Services : Financial Services Other,,,1350 Bayshore Hwy Ste 360,,Burlingame,United States,CA,94010,650.373.2720,,Vision Capital is one of the leading companies in the Financial Services  sector.,,,,
Genesys Telecommunications Laboratories; Inc.,www.genesyslab.com,,$250-500 Million,1K-10K,Software & Internet : Software,,,2001 Junipero Serra Blvd,,Daly City,United States,CA,94014,650.466.1100,,Genesys Telecommunications Laboratories; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Project Partners,www.projectp.com,,$1-10 Million,25-100,Software & Internet : Software,,,520 Purissima St,,Half Moon Bay,United States,CA,94019,650.712.6200,,Project Partners is one of the leading companies in the Software & Internet  sector.,,,,
Talend Inc,www.talend.com,,$10-50 Million,100-250,Software & Internet : Software,,,5150 El Camino Real Ste c31,,Los Altos,United States,CA,94022,650.539.3200,,Talend Inc is one of the leading companies in the Software & Internet  sector.,,,,
Onomy Labs,www.onomy.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,851 Hamilton Ave,,Menlo Park,United States,CA,94025,650.330.0400,,Onomy Labs is one of the leading companies in the Computers & Electronics  sector.,,,,
Trinity Ventures; LLP,www.trinityventures.com,,$50-100 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,3000 Sand Hill Rd Ste 4-160,,Menlo Park,United States,CA,94025,650.854.9500,,Trinity Ventures; LLP is one of the leading companies in the Financial Services  sector.,,,,
Mohr Davidow Ventures (MDV),www.mdv.com,,$50-100 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,3000 Sand Hill Rd Ste 3-290,,Menlo Park,United States,CA,94025,650.233.9301,,Mohr Davidow Ventures (MDV) is one of the leading companies in the Financial Services  sector.,,,,
Cornerstone Research Inc.,www.cornerstone.com,,$10-50 Million,100-250,Business Services : Legal Services,,,1000 El Camino Real Ste 250,,Menlo Park,United States,CA,94025,650.853.1660,,Cornerstone Research Inc. is one of the leading companies in the Business Services  sector.,,,,
Opus Capital,www.opuscapital.com,,$10-50 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,2730 Sand Hill Rd Ste 150,,Menlo Park,United States,CA,94025,650.543.2900,,Opus Capital is one of the leading companies in the Financial Services  sector.,,,,
Kleiner Perkins Caufield & Byers,www.kpcb.com,,$50-100 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,2750 Sand Hill Rd,,Menlo Park,United States,CA,94025,650.233.2750,,Kleiner Perkins Caufield & Byers is one of the leading companies in the Financial Services  sector.,,,,
O'Melveny & Myers LLP,www.omm.com,,$500M-1 Billion,1K-10K,Business Services : Legal Services,,,2765 Sand Hill Rd,,Menlo Park,United States,CA,94025,650.473.2600,,O'Melveny & Myers LLP is one of the leading companies in the Business Services  sector.,,,,
SVB Capital Partners,www.svbcapital.com,,$500M-1 Billion,250-1000,Financial Services : Banks,,,3000 Sand Hill Rd Ste 2-160,,Menlo Park,United States,CA,94025,650.233.4213,,SVB Capital Partners is one of the leading companies in the Financial Services  sector.,,,,
BlueRun Ventures,www.brv.com,,$10-50 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,545 Middlefield Rd Ste 210,,Menlo Park,United States,CA,94025,650.462.7250,,BlueRun Ventures is one of the leading companies in the Financial Services  sector.,,,,
O'Melveny & Myers LLP,www.omm.com,,$500M-1 Billion,1K-10K,Business Services : Legal Services,,,2765 Sand Hill Rd,,Menlo Park,United States,CA,94025,650.473.2600,,O'Melveny & Myers LLP is one of the leading companies in the Business Services  sector.,,,,
DCM - Doll Capital Management,www.dcm.com,,$1-10 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,2420 Sand Hill Rd Ste 200,,Menlo Park,United States,CA,94025,650.233.1400,,DCM - Doll Capital Management is one of the leading companies in the Financial Services  sector.,,,,
Skyfire,www.skyfire.com,,$10-50 Million,100-250,Software & Internet : Software & Internet Other,,,779 E Evelyn Ave,,Mountain View,United States,CA,94041,650.980.2600,,Skyfire is one of the leading companies in the Software & Internet  sector.,,,,
Skyfire,www.skyfire.com,,$10-50 Million,100-250,Software & Internet : Software & Internet Other,,,779 E Evelyn Ave,,Mountain View,United States,CA,94041,650.980.2600,,Skyfire is one of the leading companies in the Software & Internet  sector.,,,,
Cellmania,www.cellmania.com,,$1-10 Million,100-250,Telecommunications : Wireless and Mobile,,,82 Pioneer Way Ste 108,,Mountain View,United States,CA,94041,650.230.3851,,Cellmania is one of the leading companies in the Telecommunications  sector.,,,,
Krillion,www.krillion.com,,$100-250 Million,25-100,Software & Internet : E-commerce and Internet Businesses,,,607 W Dana St,,Mountain View,United States,CA,94041,650.965.0222,,Krillion is one of the leading companies in the Software & Internet  sector.,,,,
Matisse Software Inc.,www.fresher.com,,$1-10 Million,25-100,Software & Internet : Software,,,930 San Marcos Cir Suite 101,,Mountain View,United States,CA,94043,415.356.8100,,Matisse Software Inc. is one of the leading companies in the Software & Internet  sector.,,,,
CyberSource Corporation,www.cybersource.com,,$50-100 Million,250-1000,Software & Internet : Software,,,1295 Charleston Rd,,Mountain View,United States,CA,94043,650.432.7350,,CyberSource Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Adaptive Planning,www.adaptiveplanning.com,,$10-50 Million,100-250,Software & Internet : Software & Internet Other,,,2041 Landings Dr,,Mountain View,United States,CA,94043,650.528.7500,,Adaptive Planning is one of the leading companies in the Software & Internet  sector.,,,,
eHealth Insurance Services Inc.,www.ehealthinsurance.com,,$10-50 Million,250-1000,Financial Services : Insurance and Risk Management,,,440 E Middlefield Rd,,Mountain View,United States,CA,94043,650.584.2700,,eHealth Insurance Services Inc. is one of the leading companies in the Financial Services  sector.,,,,
eHealth Insurance Services Inc.,www.ehealthinsurance.com,,$10-50 Million,250-1000,Financial Services : Insurance and Risk Management,,,440 E Middlefield Rd,,Mountain View,United States,CA,94043,650.584.2700,,eHealth Insurance Services Inc. is one of the leading companies in the Financial Services  sector.,,,,
Indigo Partners,www.indigohq.com,,$10-50 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,60 Capper Ct,,Redwood City,United States,CA,94061,650.369.5215,,Indigo Partners is one of the leading companies in the Financial Services  sector.,,,,
ADAPT Corporation,www.adaptsoft.com,,$500M-1 Billion,100-250,Software & Internet : Software,,,1733 Woodside Rd Ste 220,,Redwood City,United States,CA,94061,650.306.2400,,ADAPT Corporation is one of the leading companies in the Software & Internet  sector.,,,,
ADAPT Corporation,www.adaptsoft.com,,$500M-1 Billion,100-250,Software & Internet : Software,,,1733 Woodside Rd Ste 220,,Redwood City,United States,CA,94061,650.306.2400,,ADAPT Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Fogdog,www.fogdog.com,,$1-10 Million,100-250,Retail : Retail Other,,,500 Broadway St,,Redwood City,United States,CA,94063,800.624.2017,,Fogdog is one of the leading companies in the Retail  sector.,,,,
Turn Inc.,www.turn.com,,$1-10 Million,100-250,Software & Internet : Software & Internet Other,,,835 Main St,,Redwood City,United States,CA,94063,650.353.4399,,Turn Inc. is one of the leading companies in the Software & Internet  sector.,,,,
NetObjects,www.netobjects.com,,$10-50 Million,100-250,Software & Internet : E-commerce and Internet Businesses,,,301 Galveston Dr,,Redwood City,United States,CA,94063,650.482.3200,,NetObjects is one of the leading companies in the Software & Internet  sector.,,,,
BroadVision; Inc.,www.broadvision.com,,$50-100 Million,100-250,Software & Internet : E-commerce and Internet Businesses,,,1700 Seaport Blvd Ste 210,,Redwood City,United States,CA,94063,650.295.0716,,BroadVision; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Rocket Fuel Inc.,www.rocketfuel.com,,$100-250 Million,250-1000,Software & Internet : E-commerce and Internet Businesses,,,350 Marine Pkwy Ste 220,,Redwood City,United States,CA,94065,650.595.1300,,Rocket Fuel Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Kensington Computer Products Group,www.kensington.com,,$100-250 Million,250-1000,Computers & Electronics : Computers & Electronics Other,,,333 Twin Dolphin Dr,,Redwood City,United States,CA,94065,650.572.2700,,Kensington Computer Products Group is one of the leading companies in the Computers & Electronics  sector.,,,,
Imperva Inc,www.imperva.com,,$50-100 Million,250-1000,Software & Internet : Software,,,3400 Bridge Pkwy Ste 200,,Redwood City,United States,CA,94065,650.345.9000,,Imperva Inc is one of the leading companies in the Software & Internet  sector.,,,,
Government Of Singapore Investment Corporation,www.gic.com.sg,,$50-100 Million,25-100,Financial Services : Investment Banking and Venture Capital,,,255 Shoreline Dr Ste 600,,Redwood City,United States,CA,94065,650.593.3100,,Government Of Singapore Investment Corporation is one of the leading companies in the Financial Services  sector.,,,,
Marketbright; Inc.,www.marketbright.com,,$10-50 Million,25-100,Software & Internet : E-commerce and Internet Businesses,,,1150 Bayhill Dr Ste 215,,San Bruno,United States,CA,94066,650.641.2817,,Marketbright; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Emagined Security,www.emagined.com,,$1-10 Million,25-100,Business Services : Security Services,,,2816 San Simeon Way,,San Carlos,United States,CA,94070,888.235.1906,,Emagined Security is one of the leading companies in the Business Services  sector.,,,,
Lithotype Company,www.lithotype.com,,$1-10 Million,25-100,Manufacturing : Paper and Paper Products,,,333 Point San Bruno Blvd,,South San Francisco,United States,CA,94080,650.871.1750,,Lithotype Company is one of the leading companies in the Manufacturing  sector.,,,,
Sanrio; Inc.,www.sanrio.com,,$50-100 Million,25-100,Retail : Retail Other,,,570 Eccles Ave,,South San Francisco,United States,CA,94080,650.952.2880,,Sanrio; Inc. is one of the leading companies in the Retail  sector.,,,,
DataSafe,www.datasafe.com,,$50-100 Million,100-250,Business Services : Data and Records Management,,,574 Eccles Ave,,South San Francisco,United States,CA,94080,650.875.3800,,DataSafe is one of the leading companies in the Business Services  sector.,,,,
Steven Engineering Inc.,www.steveneng.com,,$10-50 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,230 Ryan Way,,South San Francisco,United States,CA,94080,800.670.1253,,Steven Engineering Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Property and Casualty Surveys,www.pcsurveys.com,,$10-50 Million,25-100,Financial Services : Insurance and Risk Management,,,510 Myrtle Ave Ste 200,,South San Francisco,United States,CA,94080,650.952.7522,,Property and Casualty Surveys is one of the leading companies in the Financial Services  sector.,,,,
TeleNav; Inc.,www.telenav.com,,$100-250 Million,250-1000,Software & Internet : Software,,,950 De Guigne Dr,,Sunnyvale,United States,CA,94085,408.245.3800,,TeleNav; Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Centrify Corporation,www.centrify.com,,$1-10 Million,25-100,Software & Internet : Software,,,785 N Mary Ave Ste 200,,Sunnyvale,United States,CA,94085,408.542.7500,,Centrify Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Centrify Corporation,www.centrify.com,,$1-10 Million,25-100,Software & Internet : Software,,,785 N Mary Ave Ste 200,,Sunnyvale,United States,CA,94085,408.542.7500,,Centrify Corporation is one of the leading companies in the Software & Internet  sector.,,,,
SiTime,www.sitime.com,,$50-100 Million,100-250,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,990 Almanor Ave,,Sunnyvale,United States,CA,94085,408.328.4400,,SiTime is one of the leading companies in the Computers & Electronics  sector.,,,,
Zultys; Inc.,www.zultys.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,771 Vaqueros Ave,,Sunnyvale,United States,CA,94085,408.328.0450,,Zultys; Inc. is one of the leading companies in the Business Services  sector.,,,,
InterTrust Technologies Corp.,www.intertrust.com,,$10-50 Million,100-250,Software & Internet : Software,,,955 Stewart Dr,,Sunnyvale,United States,CA,94085,408.616.1600,,InterTrust Technologies Corp. is one of the leading companies in the Software & Internet  sector.,,,,
Carrier IQ,www.carrieriq.com,,$50-100 Million,100-250,Software & Internet : Software & Internet Other,,,640 W California Ave Ste 100,,Sunnyvale,United States,CA,94086,650.625.5400,,Carrier IQ is one of the leading companies in the Software & Internet  sector.,,,,
TRANSERA Communications,www.transerainc.com,,$1-10 Million,25-100,Telecommunications : Telecommunications Other,,,1195 W Fremont Ave Ste 101,,Sunnyvale,United States,CA,94087,408.338.0900,,TRANSERA Communications is one of the leading companies in the Telecommunications  sector.,,,,
TRANSERA Communications,www.transerainc.com,,$1-10 Million,25-100,Telecommunications : Telecommunications Other,,,1195 W Fremont Ave Ste 101,,Sunnyvale,United States,CA,94087,408.338.0900,,TRANSERA Communications is one of the leading companies in the Telecommunications  sector.,,,,
TRANSERA Communications,www.transerainc.com,,$1-10 Million,25-100,Telecommunications : Telecommunications Other,,,1195 W Fremont Ave Ste 101,,Sunnyvale,United States,CA,94087,408.338.0900,,TRANSERA Communications is one of the leading companies in the Telecommunications  sector.,,,,
Xoriant Corporation,www.xoriant.com,,$10-50 Million,250-1000,Software & Internet : Software,,,1248 Reamwood Ave,,Sunnyvale,United States,CA,94089,408.743.4400,,Xoriant Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Finisar Corporation,www.finisar.com,,$250-500 Million,1K-10K,Computers & Electronics : Networking Equipment and Systems,,,1389 Moffett Park Dr,,Sunnyvale,United States,CA,94089,408.548.1000,,Finisar Corporation is one of the leading companies in the Computers & Electronics  sector.,,,,
Xoriant Corporation,www.xoriant.com,,$10-50 Million,250-1000,Software & Internet : Software,,,1248 Reamwood Ave,,Sunnyvale,United States,CA,94089,408.743.4400,,Xoriant Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Xoriant Corporation,www.xoriant.com,,$10-50 Million,250-1000,Software & Internet : Software,,,1248 Reamwood Ave,,Sunnyvale,United States,CA,94089,408.743.4400,,Xoriant Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Xoriant Corporation,www.xoriant.com,,$10-50 Million,250-1000,Software & Internet : Software,,,1248 Reamwood Ave,,Sunnyvale,United States,CA,94089,408.743.4400,,Xoriant Corporation is one of the leading companies in the Software & Internet  sector.,,,,
Financial Engines; Inc.,www.financialengines.com,,$100-250 Million,250-1000,Financial Services : Financial Services Other,,,1050 Enterprise Way,,Sunnyvale,United States,CA,94089,650.565.4900,,Financial Engines; Inc. is one of the leading companies in the Financial Services  sector.,,,,
QuickLogic Corporation,www.quicklogic.com,,$10-50 Million,100-250,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,1277 Orleans Dr,,Sunnyvale,United States,CA,94089,408.990.4000,,QuickLogic Corporation is one of the leading companies in the Computers & Electronics  sector.,,,,
Marines' Memorial Club,www.marineclub.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,609 Sutter St,,San Francisco,United States,CA,94102,415.673.6672,,Marines' Memorial Club is one of the leading companies in the Business Services  sector.,,,,
Bonhams,www.bonhams.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,220 San Bruno Ave,,San Francisco,United States,CA,94103,415.861.7500,,Bonhams is one of the leading companies in the Business Services  sector.,,,,
Zibb - Ironworks,www.zibb.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,1184 Harrison St,,San Francisco,United States,CA,94103,415.621.4883,,Zibb - Ironworks is one of the leading companies in the Business Services  sector.,,,,
Pacific Coast Bankers Bank,www.pcbb.com,,$50-100 Million,100-250,Financial Services : Banks,,,340 Pine St Ste 401,,San Francisco,United States,CA,94104,415.399.1900,,Pacific Coast Bankers Bank is one of the leading companies in the Financial Services  sector.,,,,
Regent Pacific Management Corporation,www.regent-pacific.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,433 California St Ste 210,,San Francisco,United States,CA,94104,415.391.8500,,Regent Pacific Management Corporation is one of the leading companies in the Business Services  sector.,,,,
Carroll; Burdick and Mcdonough,www.cbmlaw.com,,$10-50 Million,100-250,Business Services : Legal Services,,,44 Montgomery St Ste 400,,San Francisco,United States,CA,94104,415.989.5900,,Carroll; Burdick and Mcdonough is one of the leading companies in the Business Services  sector.,,,,
Sugar Inc,www.sugarinc.com,,$10-50 Million,25-100,Software & Internet : E-commerce and Internet Businesses,,,111 Sutter St Fl 15,,San Francisco,United States,CA,94104,415.391.7576,,Sugar Inc is one of the leading companies in the Software & Internet  sector.,,,,
Lithium Technologies,www.lithium.com,,$10-50 Million,250-1000,Software & Internet : Games and Gaming,,,225 Bush St 15th Floor,,San Francisco,United States,CA,94104,415.757.3168,,Lithium Technologies is one of the leading companies in the Software & Internet  sector.,,,,
Lithium Technologies,www.lithium.com,,$10-50 Million,250-1000,Software & Internet : Games and Gaming,,,225 Bush St 15th Floor,,San Francisco,United States,CA,94104,415.757.3168,,Lithium Technologies is one of the leading companies in the Software & Internet  sector.,,,,
Lithium Technologies,www.lithium.com,,$10-50 Million,250-1000,Software & Internet : Games and Gaming,,,225 Bush St 15th Floor,,San Francisco,United States,CA,94104,415.757.3168,,Lithium Technologies is one of the leading companies in the Software & Internet  sector.,,,,
THE RITZ CARLTON CLUB AND RESIDENCES,www.ritzcarltonclub.com,,$1-10 Million,25-100,Real Estate & Construction : Property Leasing and Management,,,658 Market St,,San Francisco,United States,CA,94104,415.247.1152,,THE RITZ CARLTON CLUB AND RESIDENCES is one of the leading companies in the Real Estate & Construction  sector.,,,,
Trust For Public Land (The),www.tpl.org,,$50-100 Million,100-250,Non-Profit : Charitable Organizations and Foundations,,,101 Montgomery St Ste 900,,San Francisco,United States,CA,94104,415.495.4014,,Trust For Public Land (The) is one of the leading companies in the Non-Profit  sector.,,,,
Texas Pacific Group,www.tpg.com,,$500M-1 Billion,250-1000,Financial Services : Investment Banking and Venture Capital,,,345 California St,,San Francisco,United States,CA,94104,415.743.1500,,Texas Pacific Group is one of the leading companies in the Financial Services  sector.,,,,
MOC Insurance Services,www.maroevich.com,,$50-100 Million,25-100,Financial Services : Insurance and Risk Management,,,44 Montgomery St Fl 17,,San Francisco,United States,CA,94104,800.951.0600,,MOC Insurance Services is one of the leading companies in the Financial Services  sector.,,,,
IdenTrust; Inc.,www.identrust.com,,$50-100 Million,100-250,Computers & Electronics : Network Security Products,,,55 Hawthorne St Ste 400,,San Francisco,United States,CA,94105,415.486.2900,,IdenTrust; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Mediaplex; Inc,www.mediaplex.com,,$10-50 Million,100-250,Software & Internet : Software,,,160 Spear St Fl 15,,San Francisco,United States,CA,94105,877.402.7539,,Mediaplex; Inc is one of the leading companies in the Software & Internet  sector.,,,,
Progress Investment Management Company,www.progressinvestment.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,33 New Montgomery St Fl 19,,San Francisco,United States,CA,94105,415.512.3480,,Progress Investment Management Company is one of the leading companies in the Business Services  sector.,,,,
Mediaplex; Inc,www.mediaplex.com,,$10-50 Million,100-250,Software & Internet : Software,,,160 Spear St Fl 15,,San Francisco,United States,CA,94105,877.402.7539,,Mediaplex; Inc is one of the leading companies in the Software & Internet  sector.,,,,
Blinkx; Inc,www.blinkx.com,,$100-250 Million,25-100,Software & Internet : E-commerce and Internet Businesses,,,1 Market Plz Ste 1810,,San Francisco,United States,CA,94105,415.655.1450,,Blinkx; Inc is one of the leading companies in the Software & Internet  sector.,,,,
Club One Inc.,www.clubone.com,,$50-100 Million,100-250,Business Services : Business Services Other,,,555 Market St Fl 13,,San Francisco,United States,CA,94105,415.477.3000,,Club One Inc. is one of the leading companies in the Business Services  sector.,,,,
GreatSchools,www.greatschools.net,,$10-50 Million,25-100,Consumer Services : Consumer Services Other,,,160 Spear St Ste 1020,,San Francisco,United States,CA,94105,415.977.0700,,GreatSchools is one of the leading companies in the Consumer Services  sector.,,,,
