First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Jim,Sistek,Chief Information Officer,Visteon Corporation,Jim Sistek was Appointed as Chief Information Officer at Visteon Corporation,Van Buren Twp; MI-based Visteon Corporation appointed Jim Sistek as Chief Information Officer.,James Sistek was previously the VP Global Business Practices at Lear Corporation.,Visteon Corporation is a leading global automotive supplier that designs; engineers and manufactures innovative climate; interior; electronic and lighting products for vehicle manufacturers; and also provides a range of products and services to aftermarket customers.
James,Moon,Chief Technology Officer,Triage Wireless,James Moon was Appointed as Chief Technology Officer at Triage Wireless,San Diego; CA-based Triage Wireless appointed James Moon as Chief Technology Officer.,James Moon was previously the chief executive officer of LifeCom; Inc.; where he played a key role in the development of artificial intelligence systems for medical diagnosis.,Provides private mortgage insurance to residential mortgage lenders; including mortgage bankers; mortgage brokers; commercial banks; and savings institutions. (Nasdaq:TGIC).
James,McGlennon,Chief Information Officer,Liberty Mutual,James McGlennon was Appointed as Chief Information Officer at Liberty Mutual,Boston; MA-based Liberty Mutual appointed James McGlennon as Chief Information Officer.,James McGlennon was previously the VP Arch & Development at BellSouth.,Liberty.com is the website for the Liberty Mutual Corporation. Based in Boston MA; Liberty mutual is an insurance company that provides auto; home; life insurance plans for individuals and businesses. Liberty Mutual is a fortune 500 company and was listed at number 98 on the list at the start of 2007 and has more that 900 offices in the world. 
James,Lynn,Chief Technology Officer,Campus Management Corp.,James Lynn was Appointed as Chief Technology Officer at Campus Management Corp.,Boca Raton; FL-based Campus Management Corp. appointed James Lynn as Chief Technology Officer.,James Lynn was previously a senior engineer at Honeywell.,Campus Management Corp.'s mission is to deliver superior technology solutions that enable institutional excellence for higher education institutions and philanthropic non-profit organizations.
James,Lin,Chief Technology Officer,RDC,James Lin was Appointed as Chief Technology Officer at RDC,New York; NY-based RDC appointed James Lin as Chief Technology Officer.,James Lin was previously the CIO at Forbes.com,Regulatory DataCorp Inc.; also known as RDC; delivers powerful; decision ready open source intelligence and world class risk and compliance protection; allowing global organizations to identify banned/suspect entities; strengthen fraud protection; ensure regulatory compliance; manage supply and distribution risk.
James,Juarez,Vice President of Information Technology,First American Bank,James Juarez was Appointed as Vice President of Information Technology at First American Bank,Norman; OK-based First American Bank appointed James Juarez as Vice President of Information Technology.,James Juarez was previously the Network Administrator at Ordermatic Electronics Corp.,For more than 40 years; First American Bank has been focusing on building long-term relationships with customers through high-quality solutions and exceptional service.
James,Hull,Interim Chief Technology Officer,MasterCard Worldwide,James Hull was Promoted to Interim Chief Technology Officer at MasterCard Worldwide,Purchase; NY-based MasterCard Worldwide promoted James Hull to Interim Chief Technology Officer.,James Hull was previously the group head of network and operations services at MasterCard.,Headquartered in Purchase; New York MasterCard was founded in the year 1966 by a group of bankers who were not members of BankAmeriCard. The company along with its subsidiary companies does business as a payments solutions firm. 
James,Flatt,Chief Technology Officer,Synthetic Genomics Inc.,James Flatt was Appointed as Chief Technology Officer at Synthetic Genomics Inc.,La Jolla; CA-based Synthetic Genomics Inc. appointed James Flatt as Chief Technology Officer.,James Flatt was previously with Mascoma Corporation; where he served as EVP of Research and Development and Operations and Acting President in the second half of 2009. ,Synthetic Genomics Inc. (SGI) is a privately held company applying genomic-driven commercial solutions to a variety of global challenges including energy and the environment
James,Emerson,President of Technology,etrials Worldwide,James Emerson was Appointed as President of Technology at etrials Worldwide,Morrisville; NC-based etrials Worldwide appointed James Emerson as President of Technology.,James Emerson was previously the Director of computer resources at KPMG in their New York executive office.,Clinical trials are one of the last industry segments that have yet to convert from paper to electronic processes.
James,Durward,Chief Technology Officer,Unitech Energy Resources,James Durward Resigned as Chief Technology Officer at Unitech Energy Resources,Calgary; AL-based Unitech Energy Resources accepted resignation of James Durward as Chief Technology Officer.,James Durward  previously held various technology positions at Unitech Energy Resources,Unitech Energy Resources Inc. engages in the exploration and development of petroleum and natural gas properties in Western Canada
