Dupe 1,Dupe 2
274978,275058
274976,275057
274974,275056
274973,275055
274972,275054
274971,275053
274970,275052
274969,275051
274967,275050
274965,275049
274964,275048
274963,275047
274962,275046
274961,275043
274959,275042
274958,275041
274957,275040
274956,275039
274954,275038
274952,275037
274951,275036
274949,275035
274948,275033
274947,275032
274946,275031
274943,275029
274941,275028
274940,275027
274939,275026
274938,275025
274936,275023
274935,275022
274934,275021
274933,275020
274932,275019
274931,275018
274930,275017
274929,275014
274927,275013
274926,275012
274925,275011
274924,275010
274923,275009
274922,275008
274921,275007
274917,275002
274916,275001
274893,274898
274850,274896
274800,274892
274797,274891
274796,274890
274795,274889
274794,274888
274793,274887
274792,274886
274791,274885
274790,274884
274789,274882
274788,274880
274787,274878
274786,274877
274784,274876
274783,274875
274782,274874
274779,274873
274778,274872
274777,274871
274776,274869
274775,274866
274804,274865
274774,274864
274773,274863
274772,274861
274771,274860
274769,274858
274768,274857
274767,274856
274766,274855
274765,274854
274764,274853
274763,274852
274762,274851
274761,274849
274760,274848
274759,274847
274758,274846
274757,274845
274756,274843
274755,274842
274750,274839
274749,274838
274748,274837
274747,274836
274745,274835
274743,274834
274742,274832
274741,274831
274740,274830
274739,274829
274737,274828
274736,274826
274735,274825
274734,274824
274733,274823
274732,274822
274731,274821
274730,274820
274729,274818
274728,274817
274727,274816
274802,274815
274726,274814
274725,274813
274723,274812
274722,274811
274721,274810
274698,274703
274687,274702
274686,274701
274685,274700
274684,274699
274683,274697
274680,274696
274679,274695
274678,274694
274675,274693
274674,274692
274673,274691
274672,274690
274670,274689
274669,274688
274635,274658
274634,274657
274632,274654
274631,274653
274629,274651
274628,274650
274627,274649
274625,274648
274624,274647
274623,274646
274622,274645
274621,274644
274620,274643
274619,274642
274618,274641
274617,274640
274612,274614
274610,274611
274607,274608
274596,274603
274594,274602
274593,274601
274591,274600
274590,274599
274597,274598
274588,274589
274583,274586
274582,274585
274581,274584
274565,274577
274562,274576
274561,274574
274560,274573
274559,274572
274558,274571
274557,274570
274556,274569
274555,274568
274553,274566
274552,274564
274551,274563
274541,274549
274540,274548
274539,274547
274538,274546
274536,274545
274535,274543
274534,274542
274530,274531
274442,274529
274523,274528
274079,274527
274522,274526
274460,274525
274521,274524
274481,274519
274480,274518
274479,274517
274478,274516
274476,274515
274475,274514
274474,274513
274473,274512
274472,274511
274470,274510
274469,274509
274468,274508
274467,274507
274466,274506
274465,274505
274464,274504
274463,274503
274462,274502
274461,274501
274458,274499
274457,274498
274456,274497
274455,274496
274454,274495
274453,274494
274452,274493
274451,274492
274450,274491
274449,274490
274448,274489
274447,274488
274446,274487
274445,274486
274443,274485
274441,274484
274440,274483
274430,274433
274429,274432
274428,274431
274422,274425
274421,274424
274420,274423
274418,274419
274408,274417
274407,274416
274406,274415
274405,274413
274404,274412
274403,274411
274401,274410
274397,274398
274393,274396
274392,274395
274391,274394
274382,274388
274381,274387
274380,274386
274379,274385
274378,274383
274369,274376
274368,274374
274367,274373
274366,274372
274360,274362
274359,274361
274357,274358
274353,274354
274351,274352
274349,274350
274347,274348
274345,274346
274329,274344
274327,274343
274326,274340
274324,274339
274323,274338
274322,274337
274321,274336
274320,274335
274319,274334
274318,274333
274317,274332
274315,274330
274303,274305
274302,274304
274298,274299
274294,274297
274289,274290
274268,274287
274254,274285
274253,274284
274251,274281
274249,274279
274248,274278
274257,274276
274247,274275
274246,274274
274245,274273
274244,274272
274242,274271
274241,274270
274240,274269
274238,274267
274237,274265
274236,274264
274235,274263
274256,274262
274233,274260
274217,274239
274223,274232
274222,274226
274221,274225
274220,274224
274215,274218
274214,274216
274209,274211
274205,274210
274202,274204
274201,274203
274196,274198
274100,274195
274168,274194
274166,274193
274165,274192
274164,274191
274163,274190
274162,274189
274161,274188
274160,274187
274159,274185
274158,274184
274157,274183
274156,274182
274155,274181
274150,274179
274149,274178
274148,274177
274147,274176
274146,274174
274131,274141
274126,274140
274124,274138
274101,274136
274103,274135
274099,274134
274098,274133
274097,274132
274096,274130
274093,274128
274092,274127
274091,274123
274090,274122
274089,274120
274088,274119
274087,274118
274084,274117
274082,274116
274080,274115
274078,274114
274077,274113
274076,274112
274102,274110
274075,274109
274074,274108
274073,274107
274072,274106
274069,274105
274068,274104
273873,274062
273958,274061
273892,274059
274053,274057
274052,274056
274051,274055
274050,274054
274047,274048
274042,274045
274041,274044
274040,274043
274034,274039
274033,274038
274035,274037
274030,274031
274024,274028
274022,274027
274017,274020
274016,274019
274011,274015
273982,274010
273981,274009
273980,274008
273979,274007
273978,274006
273863,274005
273977,274004
273976,274003
273975,274002
273974,274001
273973,274000
273972,273999
273971,273997
273970,273996
273969,273995
273968,273994
273964,273993
273963,273992
273962,273991
273961,273990
273960,273989
273959,273988
273957,273987
273953,273986
273933,273983
273880,273954
273947,273948
273945,273946
273925,273942
273924,273941
273894,273940
273888,273938
273874,273935
273871,273932
273869,273931
273868,273930
273867,273929
273866,273928
273865,273927
273864,273926
273861,273923
273860,273922
273859,273921
273858,273920
273857,273919
273856,273918
273855,273917
273854,273916
273853,273913
273852,273912
273851,273911
273850,273910
273849,273908
273848,273907
273847,273906
273846,273905
273844,273904
273843,273902
273842,273901
273841,273900
273840,273899
273839,273898
273836,273896
273835,273895
273834,273893
273833,273891
273832,273889
273831,273887
273830,273886
273829,273885
273827,273884
273826,273883
273825,273882
273824,273881
273823,273879
273822,273878
273790,273803
273789,273802
273788,273800
273787,273799
273786,273798
273785,273796
273784,273795
273782,273794
273781,273793
273780,273792
273772,273773
273767,273769
273717,273768
273763,273766
273761,273765
273760,273764
273722,273762
273735,273758
273734,273757
273733,273756
273732,273755
273731,273754
273729,273753
273728,273752
273727,273751
273725,273750
273724,273749
273721,273748
273720,273747
273719,273746
273718,273745
273716,273744
273715,273743
273714,273742
273740,273741
273706,273709
273705,273708
273703,273704
273700,273702
273699,273701
273695,273698
273694,273697
273596,273692
273689,273691
273639,273690
273683,273687
273682,273686
273681,273685
273594,273684
273667,273680
273666,273679
273668,273678
273664,273677
273663,273676
273662,273675
273661,273674
273658,273673
273657,273672
273656,273671
273655,273670
273654,273669
273618,273651
273617,273649
273616,273648
273615,273647
273614,273646
273612,273645
273611,273644
273610,273643
273609,273642
273607,273638
273606,273636
273605,273634
273604,273633
273603,273632
273602,273631
273600,273630
273599,273629
273597,273628
273593,273627
273592,273626
273591,273625
273590,273624
273589,273623
273588,273622
273587,273621
273586,273620
273584,273619
273577,273578
273574,273575
273565,273571
273557,273570
273556,273569
273554,273568
273553,273567
273552,273566
273551,273564
273558,273563
273549,273561
273548,273560
273547,273559
273542,273543
273538,273540
273537,273539
273535,273536
273533,273534
273531,273532
273521,273530
273520,273529
273519,273528
273518,273527
273517,273526
273516,273525
273515,273524
273514,273522
273512,273513
273508,273511
273509,273510
273498,273504
273497,273503
273496,273502
273495,273501
