First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Phillip,Bland,Director of Information Technology Operations,TK Carsites,Phillip Bland was Appointed as Director of Information Technology Operations at TK Carsites,Orange; CA-based TK Carsites appointed Phillip Bland as Director of Information Technology Operations.,Phillip Bland was previously Test Lead at Microsoft Corporation.,TK Carsites is a an Automotive Internet Marketing firm that specializes in website design; search engine optimization; and social media. Located in Orange County; CA; TK Carsites has been in business since 2002 servicing the automotive industry; particularly auto dealers.
Philippe,Guillemette,Senior Vice President; Advanced Technology,Sierra Wireless,Philippe Guillemette was Appointed as Senior Vice President; Advanced Technology at Sierra Wireless,Richmond; BC-based Sierra Wireless appointed Philippe Guillemette as Senior Vice President; Advanced Technology.,Philippe Guillemette was previously the CTO and VP of Marketing at Wavecom.,Sierra Wireless (NASDAQ: SWIR  TSX: SW) offers industry-leading mobile computing and machine-to-machine (M2M) communications products and solutions that connect people; devices; and applications over cellular networks.
Philippe,Clavel,Chief Technology Officer,Yoostar,Philippe Clavel was Appointed as Chief Technology Officer at Yoostar,New York; NY-based Yoostar appointed Philippe Clavel as Chief Technology Officer.,Philippe Clavel was previously with Sony Online Entertainment; where he was in charge of web infrastructure for all of the company's game portals and commercse web sites; such as EverQuest 1 and 2; Free Realms; and Clone Wars Adventures.,Yoostar gives you the power to insert yourself into a movie; TV show; or background then post and share your performances.
Phil,Mikolaj,Chief Technology Officer,DocuTech Corp,Phil Mikolaj was Appointed as Chief Technology Officer at DocuTech Corp,Idaho Falls; ID-based DocuTech Corp appointed Phil Mikolaj as Chief Technology Officer.,Philip Mikolaj was previously the SVP Information Technology at LIME Financial Services; Ltd. (Credit Suisse).,Since 1991; DocuTech Corp. (DocuTech) has provided outstanding compliance services and documentation technology for the mortgage industry.
Philip,Long,Chief Information Officer,Yale University,Philip Long Retired as Chief Information Officer at Yale University,New Haven; CT-based Yale University announced retirement of Philip Long as Chief Information Officer.,Philip Long was previously the chief information officer and director of Information Technology Services at Yale University.,Yale University comprises three major academic components: Yale College (the undergraduate program); the Graduate School of Arts and Sciences; and the professional schools. In addition; Yale encompasses a wide array of centers and programs; libraries; museums; and administrative support offices. Approximately 11;250 students attend Yale.
Philip,Hart,Chief Technology Officer,Ocean Power Technologies,Philip Hart was Appointed as Chief Technology Officer at Ocean Power Technologies,Pennington; NJ-based Ocean Power Technologies appointed Philip Hart as Chief Technology Officer.,Philip Hart was previously the Engineering consultant on projects for clients that have included Statoil; Texaco and BP-Amoco.,Every continent on the planet is surrounded by a cleaner; safer; more efficient answer to our energy needs. The power in ocean waves.
Philip,Harlow,Chief Technology Officer,Caprock Communications Inc,Philip Harlow was Appointed as Chief Technology Officer at Caprock Communications Inc,Houston; TX-based Caprock Communications Inc appointed Philip Harlow as Chief Technology Officer.,Philip Harlow was previously the Vice president of engineering for DRS Technical Services.,With more than 25 years of experience; CapRock Communications is a premier global satellite communications provider for the energy; maritime; engineering and construction; commercial shipping; mining and disaster recovery industries; as well as for government services.
Philip,Emond,Chief Information Officer,CIGNA Corporation's U.S. operations,Philip Emond was Promoted to Chief Information Officer at CIGNA Corporation's U.S. operations,Philadelphia; PA-based CIGNA Corporation's U.S. operations promoted Philip Emond to Chief Information Officer.,Philip Emond was previously the senior vice president of CIGNA Information Technology.,CIGNA (NYSE: CI) is a global health service and financial company dedicated to helping people improve their health; well being and sense of security. 
Phil,Mellinger,Chief Technology Officer,Turiss,Phil Mellinger was Appointed as Chief Technology Officer at Turiss,Reston; VA-based Turiss appointed Phil Mellinger as Chief Technology Officer.,Phil Mellinger was previously the Chief Information Security Officer for First Data.,Turiss is an elite IT Security and Software company; offering expert services in computer forensics; incident response; cyber fraud; and security assessments.
Philip,Baughn,Chief Information Officer,The Kentucky Finance and Administration Cabinet,Philip Baughn was Appointed as Chief Information Officer at The Kentucky Finance and Administration Cabinet,Frankfort; KY-based The Kentucky Finance and Administration Cabinet appointed Philip Baughn as Chief Information Officer.,Phil Baughn was previously the group director for operations and technology for the Council of State Governments in Lexington.,Kentucky.gov (www.kentucky.gov); the Commonwealth's official Web portal; has provided 24/7 access to state government information and services for Kentucky citizens and businesses since 1998.
