First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Joshua,Riedy,Chief Information Officer,University of North Dakota,Joshua Riedy was Appointed as Chief Information Officer at University of North Dakota,Grand Forks; ND-based University of North Dakota appointed Joshua Riedy as Chief Information Officer.,Joshua Riedy was previously the Director of the Electronic University Consortium under the South Dakota Board of Regents.,The University of North Dakota is the states most comprehensive intensive research university and the primary center for professional education and training.
Joshua,Cohen,Chief Information Officer,Tubefilter,Joshua Cohen was Appointed as Chief Information Officer at Tubefilter,Los Angeles; CA-based Tubefilter appointed Joshua Cohen as Chief Information Officer.,Joshua Cohen was previously the co-founder of Tilzy.TV.,Tubefilter's mission is to grow the audience of web television. Tubefilter News is the leading authority in episodic web television and web series.
Joshua,Bergeron,Chief Technology Officer,AdCloud Media ,Joshua Bergeron was Promoted to Chief Technology Officer at AdCloud Media ,New York; NY-based AdCloud Media  promoted Joshua Bergeron to Chief Technology Officer.,Joshua Bergeron was previously the Chief Software Architect at Xasax Corporation.,AdCloud Media revolutionizes the traditional pay-per-click model with an entirely new approach that aims to deliver the highest possible ROI to both advertisers and publishers.
Josephine,Hoppe,Chief Information Officer,PAREXEL International Corporation,Josephine Hoppe was Appointed as Chief Information Officer at PAREXEL International Corporation,Waltham; MA-based PAREXEL International Corporation appointed Josephine Hoppe as Chief Information Officer.,Josephine Hoppe was previously the CIO of Pegasystems.,PAREXEL International Corporation (PAREXEL) is a biopharmaceutical services company; providing a range of capability in clinical research; medical communications services; consulting; and informatics and technology products and services to the worldwide pharmaceutical; biotechnology; and medical device industries.
Joseph,Wagner,Chief Technology Officer,Cell Targeting Inc.,Joseph Wagner was Appointed as Chief Technology Officer at Cell Targeting Inc.,Cleveland; OH-based Cell Targeting Inc. appointed Joseph Wagner as Chief Technology Officer.,Joseph Wagner was previously the Vice President; Cellular Therapy at Neuronyx; Inc.,Cell Targeting; Inc. is a small and innovative stem-cell technology company. They work closely with the Center for Stem Cell & Regenerative Medicine at Case Western Reserve University. As funds for stem cell research has increased; Cell Targeting's roll has become greater within the stem cell industry.
Joseph,Sorisi,Chief Technology Officer,FedBid,Joseph Sorisi was Appointed as Chief Technology Officer at FedBid,Vienna; VA-based FedBid appointed Joseph Sorisi as Chief Technology Officer.,Joseph Sorisi served as CEO and; prior to that; as CTO of B2X Corporation; designing; deploying and leading the company's e-commerce business services unit. Before B2X; Sorisi was CIO of Platform Learning; where he developed a federal compliant (SES) national eLearning system. He also served as Corporate Vice President of IT Operations of Columbia House where he re-engineered the online business to improve the user experience and increase e-commerce revenue growth.,FedBid; Inc. provides FedBid online procurement services through The Buyer-Driven Online Marketplace at www.FedBid.com; the leading online marketplace for public sector acquisition of commodities and simple services. To date; procurement professionals at dozens of federal organizations; including DoD; DHS; and DoS; and commercial entities have used FedBid to procure $billions worth of commodities and simple services from thousands of businesses around the U.S. For more information; visit FedBid online at www.FedBid.com or call (877) 9FEDBID FedBid ? Better Buying | Smarter Selling 
Joseph,Shook,Director of Information Technology ,Florida Career College ,Joseph Shook was Appointed as Director of Information Technology  at Florida Career College ,Lauderdale Lakes ; FL-based Florida Career College  appointed Joseph Shook as Director of Information Technology .,Joseph Shook previously held various technology positions in educational institutions in Florida.,Florida Career College offers diplomas; associates and bachelors programs focused on career training in the following industries: Allied Health; Business; Information Technology; IT; Wellness; etc.
Joseph,Seibert,Chief Information Officer,The New York Times Company,Joseph Seibert was Appointed as Chief Information Officer at The New York Times Company,New York; NY-based The New York Times Company appointed Joseph Seibert as Chief Information Officer.,Joseph Seibert was previously the Chief operating officer of Home Decor Products.,The New York Times Company; a leading media company with 2009 revenues of $2.4 billion; includes The New York Times; the International Herald Tribune; The Boston Globe; 15 other daily newspapers and more than 50 Web sites; including NYTimes.com; Boston.com and About.com.
Joseph,Robinson,Chief Information Officer,Fifth Third Bancorp,Joseph Robinson was Promoted to Chief Information Officer at Fifth Third Bancorp,Cincinnati; OH-based Fifth Third Bancorp promoted Joseph Robinson to Chief Information Officer.,Joseph Robinson was previously the senior vice president of integrated client experiences at Schwab.,Fifth Third Bancorp is a diversified financial services company headquartered in Cincinnati; Ohio.
Jim,Panos,Chief Information Officer,Central NationalGottesman,Jim Panos was Appointed as Chief Information Officer at Central NationalGottesman,Purchase; NY-based Central NationalGottesman appointed Jim Panos as Chief Information Officer.,Joseph Fung was previously with Burgiss Group; where he was managing director of product development and IT for the provider of private equity software and alternative assets solutions.,Colonial Consulting is a leading investment consulting firm founded in 1980 with a focus on strong performance. 
Joseph,Eng,Chief Information Officer,JetBlue Airlines,Joseph Eng was Appointed as Chief Information Officer at JetBlue Airlines,Forest Hills; NY-based JetBlue Airlines appointed Joseph Eng as Chief Information Officer.,Joseph Eng was previously the President and CEO at Spectrum Systems.,JetBlue Airways is an American low-cost airline owned by JetBlue Airways Corporation. 
Joseph,Cates,Vice President of Information Technology,Universal Pictures,Joseph Cates was Appointed as Vice President of Information Technology at Universal Pictures,Universal City; CA-based Universal Pictures appointed Joseph Cates as Vice President of Information Technology.,Joseph Cates was previously the Vice President; Anti-Piracy Technology and Operations.,For more than 85 years; Universal Studios has been bringing unique entertainment experiences to millions of people around the world.
Joseph,Burton,Chief Technology Officer,Polycom,Joseph Burton was Appointed as Chief Technology Officer at Polycom,Pleasanton; CA-based Polycom appointed Joseph Burton as Chief Technology Officer.,Joseph Burton was previously Cisco's CTO for Unified Communications since 2007; encompassing video technologies; WebEx collaboration; call management; and social computing. ,Polycom; Inc. (NASDAQ: PLCM) is a global leader in unified communications solutions with industry leading telepresence; video; voice and infrastructure solutions built on open standards.
Jose,Mir,Chief Technology Officer,Mediscience Technology Corp.,Jose Mir was Appointed as Chief Technology Officer at Mediscience Technology Corp.,Cherry Hill; NJ-based Mediscience Technology Corp. appointed Jose Mir as Chief Technology Officer.,Jose Mir previously founded SensiVida Medical Systems Inc. and served as its President/CTO for three years,Mediscience Technology Corp. is engaged in the design; development and commercialization of medical devices that detect cancer using frequencies of Light that are emitted; scattered; and absorbed to distinguish malignant; precancerous; or benign tissues from normal tissues.
Jose,Ferreira,Vice President of Technology,Travel Leaders Franchise Group,Jose Ferreira was Promoted to Vice President of Technology at Travel Leaders Franchise Group,Eden Prairie; MN-based Travel Leaders Franchise Group promoted Jose Ferreira to Vice President of Technology.,Jose Ferreira was previously IT Manager at Carlson Companies.,/brWith offices throughout the U.S. and representation worldwide; Travel Leaders is the fifth largest corporate travel management company in the nation.
Jorge,Lopez,Director of Technology,The Continental Group,Jorge Lopez was Appointed as Director of Technology at The Continental Group,Hollywood; FL-based The Continental Group appointed Jorge Lopez as Director of Technology.,Jorge Lopez was previously the IT manager for Club Med.,In addition to providing industry leading community association management services; Continental also provides property services for those clients who require full service property management.
Jorge,Grillo,Chief Information Officer,Canton Potsdam Hospital,Jorge Grillo was Appointed as Chief Information Officer at Canton Potsdam Hospital,Potsdam; NY-based Canton Potsdam Hospital appointed Jorge Grillo as Chief Information Officer.,Jorge Grillo was previously the CIO of the Island of Bermuda's Hospital System; supporting two hospitals and three outpatient facilities with a patient population of around 70;000.,Canton Potsdam Hospital is a voluntary; private; not for profit; general; acute care community healthcare organization; providing health care to the people of St. Lawrence County; and to areas beyond for specialty services. 
Jorg,Heinemann,Chief Information Officer,SunPower Corporation,Jorg Heinemann was Appointed as Chief Information Officer at SunPower Corporation,San Jose; CA-based SunPower Corporation appointed Jorg Heinemann as Chief Information Officer.,Jorg Heinemann was previously Executive Partner at Accenture.,SunPower Corporation designs; manufactures and delivers high-performance solar electric systems worldwide for residential; commercial and utility-scale power plant customers.
Jordan,Halasz,Director of Technology,Center for Medical Simulation,Jordan Halasz Retired as Director of Technology at Center for Medical Simulation,Cambridge; MA-based Center for Medical Simulation announced retirement of Jordan Halasz as Director of Technology.,Jordan Halasz has been at CMS since its founding in various leadership roles.,CMS focuses on communication; collaboration; and crisis management to develop skills and teamwork behaviors that are best learned actively under realistic conditions.
Jonathan,Hahn,Chief Technology Officer,Semtech,Jonathan Hahn was Appointed as Chief Technology Officer at Semtech,Camarillo; CA-based Semtech appointed Jonathan Hahn as Chief Technology Officer.,Jonathan Hahn was previously with Telmar Network Technology; where he  was CIO.,Semtech produces analog and mixed-signal devices for use in communications; portable devices; computers; and industrial equipment.
