Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
Popp Communications,www.popp.com,,$10-50 Million,100-250,Telecommunications : Telephone Service Providers and Accessories,,,620 Mendelssohn Ave N,,Minneapolis,United States,MN,55427,763.797.7900,,Popp Communications is one of the leading companies in the Telecommunications  sector.,,,,
World Poker Store,www.theworldpokerstore.com,,$1-10 Million,25-100,Travel; Recreation & Leisure :  Travel; Recreation & Leisure Other,,,398 Northtown Dr NE,,Minneapolis,United States,MN,55434,763.792.1806,,World Poker Store is one of the leading companies in the Travel; Recreation; and Leisure  sector.,,,,
Knowledge Infusion,www.knowledgeinfusion.com,,$1-10 Million,25-100,Business Services : HR; Recruiting; & Payroll Services,,,7760 France Ave S Ste 1100,,Minneapolis,United States,MN,55435,877.821.2244,,Knowledge Infusion is one of the leading companies in the Business Services  sector.,,,,
Knowledge Infusion,www.knowledgeinfusion.com,,$1-10 Million,25-100,Business Services : HR; Recruiting; & Payroll Services,,,7760 France Ave S Ste 1100,,Minneapolis,United States,MN,55435,877.821.2244,,Knowledge Infusion is one of the leading companies in the Business Services  sector.,,,,
Health Risk Management; Inc.,www.hrmi.com,,$100-250 Million,250-1000,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,10900 Hampshire Ave S,,Minneapolis,United States,MN,55438,952.829.3500,,Health Risk Management; Inc. is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Placor Inc.,www.placorinc.com,,$1-10 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Diagnostic Laboratories,,,12925 16th Ave N,,Minneapolis,United States,MN,55441,763.398.2600,,Placor Inc. is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Neometrics Inc,www.neometricsinc.com,,$10-50 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Medical Supplies & Equipment,,,2605 Fernbrook Ln N Ste J,,Minneapolis,United States,MN,55447,763.559.4440,,Neometrics Inc is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
The Star Tribune Company,www.startribune.com,,$100-250 Million,250-1000,Media & Entertainment : Newspapers; Books and Periodicals,,,425 Portland Ave,,Minneapolis,United States,MN,55488,612.673.4000,,The Star Tribune Company is one of the leading companies in the Media & Entertainment  sector.,,,,
The Star Tribune Company,www.startribune.com,,$100-250 Million,250-1000,Media & Entertainment : Newspapers; Books and Periodicals,,,425 Portland Ave,,Minneapolis,United States,MN,55488,612.673.4000,,The Star Tribune Company is one of the leading companies in the Media & Entertainment  sector.,,,,
The Star Tribune Company,www.startribune.com,,$100-250 Million,250-1000,Media & Entertainment : Newspapers; Books and Periodicals,,,425 Portland Ave,,Minneapolis,United States,MN,55488,612.673.4000,,The Star Tribune Company is one of the leading companies in the Media & Entertainment  sector.,,,,
Benedictine Health System,www.bhshealth.org,,$250-500 Million,1K-10K,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,503 E 3rd St Ste 400,,Duluth,United States,MN,55805,218.786.2370,,Benedictine Health System is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
The Schwan Food Company,www.theschwanfoodcompany.com,,> $1 Billion,50K-100K,Manufacturing : Food & Dairy Product Manufacturing,,,115 W College Dr,,Marshall,United States,MN,56258,507.532.3274,,The Schwan Food Company is one of the leading companies in the Manufacturing  sector.,,,,
The Schwan Food Company,www.theschwanfoodcompany.com,,> $1 Billion,50K-100K,Manufacturing : Food & Dairy Product Manufacturing,,,115 W College Dr,,Marshall,United States,MN,56258,507.532.3274,,The Schwan Food Company is one of the leading companies in the Manufacturing  sector.,,,,
The Schwan Food Company,www.theschwanfoodcompany.com,,> $1 Billion,50K-100K,Manufacturing : Food & Dairy Product Manufacturing,,,115 W College Dr,,Marshall,United States,MN,56258,507.532.3274,,The Schwan Food Company is one of the leading companies in the Manufacturing  sector.,,,,
Daktronics; Inc.,www.daktronics.com,,$250-500 Million,1K-10K,Computers & Electronics : Consumer Electronics; Parts & Repair,,,201 Daktronics Dr,,Brookings,United States,SD,57006,605.692.0200,,Daktronics; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
Rosenbauer America,www.rosenbaueramerica.com,,$100-250 Million,250-1000,Manufacturing : Automobiles; Boats and Motor Vehicles,,,100 3rd St,,Lyons,United States,SD,57041,605.543.5591,,Rosenbauer America is one of the leading companies in the Manufacturing  sector.,,,,
Avera Mckennan Hospital,www.mckennan.org,,$10-50 Million,1K-10K,Healthcare; Pharmaceuticals; & Biotech : Hospitals,,,800 E 21st St,,Sioux Falls,United States,SD,57105,605.322.8000,,Avera Mckennan Hospital is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Stillwater Mining Company,www.stillwatermining.com,,$500M-1 Billion,1K-10K,Agriculture & Mining : Mining & Quarrying,,,1321 Discovery Dr,,Billings,United States,MT,59102,406.373.8700,,Stillwater Mining Company is one of the leading companies in the Agriculture & Mining  sector.,,,,
St Vincent Healthcare,www.svh-mt.org,,$250-500 Million,1K-10K,Healthcare; Pharmaceuticals; & Biotech : Hospitals,,,PO BOX 35200,,Billings,United States,MT,59107,406.237.7000,,St Vincent Healthcare is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Benefis Health System,www.benefis.org,,$250-500 Million,1K-10K,Healthcare; Pharmaceuticals; & Biotech : Hospitals,,,1101 26th St S,,Great Falls,United States,MT,59405,406.455.5000,,Benefis Health System is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Montana School Boards Association,www.mtsba.org,,$1-10 Million,25-100,Education  : Elementary and Secondary Schools,,,863 Great Northern Blvd Ste 301,,Helena,United States,MT,59601,406.442.2180,,Montana School Boards Association is one of the leading companies in the Education  sector.,,,,
Merkle-Korff Industries,www.merkle-korff.com,,$50-100 Million,250-1000,Manufacturing : Tools; Hardware and Light Machinery,,,25 NW Point Blvd Ste 900,,Elk Grove Village,United States,IL,60007,847.296.8800,,Merkle-Korff Industries is one of the leading companies in the Manufacturing  sector.,,,,
RTC Industries,www.rtc.com,,$50-100 Million,250-1000,Business Services : Advertising; Marketing; & PR,,,2800 Golf Rd,,Rolling Meadows,United States,IL,60008,847.640.2400,,RTC Industries is one of the leading companies in the Business Services  sector.,,,,
Msci,www.msci.org,,$1-10 Million,25-100,Media & Entertainment : Newspapers; Books and Periodicals,,,4201 Euclid Ave,,Rolling Meadows,United States,IL,60008,847.485.3019,,Msci is one of the leading companies in the Media & Entertainment  sector.,,,,
Msci,www.msci.org,,$1-10 Million,25-100,Media & Entertainment : Newspapers; Books and Periodicals,,,4201 Euclid Ave,,Rolling Meadows,United States,IL,60008,847.485.3019,,Msci is one of the leading companies in the Media & Entertainment  sector.,,,,
Msci,www.msci.org,,$1-10 Million,25-100,Media & Entertainment : Newspapers; Books and Periodicals,,,4201 Euclid Ave,,Rolling Meadows,United States,IL,60008,847.485.3019,,Msci is one of the leading companies in the Media & Entertainment  sector.,,,,
Msci,www.msci.org,,$1-10 Million,25-100,Media & Entertainment : Newspapers; Books and Periodicals,,,4201 Euclid Ave,,Rolling Meadows,United States,IL,60008,847.485.3019,,Msci is one of the leading companies in the Media & Entertainment  sector.,,,,
Msci,www.msci.org,,$1-10 Million,25-100,Media & Entertainment : Newspapers; Books and Periodicals,,,4201 Euclid Ave,,Rolling Meadows,United States,IL,60008,847.485.3019,,Msci is one of the leading companies in the Media & Entertainment  sector.,,,,
Sage Products Inc,www.sageproducts.com,,$10-50 Million,250-1000,Healthcare; Pharmaceuticals; & Biotech : Medical Supplies & Equipment,,,3909 3 Oaks Rd,,Cary,United States,IL,60013,815.455.4700,,Sage Products Inc is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Pathway Senior Living,www.pathwaysl.com,,$50-100 Million,250-1000,Healthcare; Pharmaceuticals; & Biotech : Hospitals,,,701 Lee St Ste 500,,Des Plaines,United States,IL,60016,847.768.5100,,Pathway Senior Living is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Pathway Senior Living,www.pathwaysl.com,,$50-100 Million,250-1000,Healthcare; Pharmaceuticals; & Biotech : Hospitals,,,701 Lee St Ste 500,,Des Plaines,United States,IL,60016,847.768.5100,,Pathway Senior Living is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Empower Geographics,www.empowergeo.com,,$10-50 Million,100-250,Business Services : Advertising; Marketing; & PR,,,1000 Executive Way,,Des Plaines,United States,IL,60018,888.627.7767,,Empower Geographics is one of the leading companies in the Business Services  sector.,,,,
Fonterra USA,www.fonterra.com,,> $1 Billion,250-1000,Manufacturing : Food & Dairy Product Manufacturing,,,9525 Bryn Mawr Ave Ste 700,,Des Plaines,United States,IL,60018,847.928.1600,,Fonterra USA is one of the leading companies in the Manufacturing  sector.,,,,
Fonterra USA,www.fonterra.com,,> $1 Billion,250-1000,Manufacturing : Food & Dairy Product Manufacturing,,,9525 Bryn Mawr Ave Ste 700,,Des Plaines,United States,IL,60018,847.928.1600,,Fonterra USA is one of the leading companies in the Manufacturing  sector.,,,,
Fonterra USA,www.fonterra.com,,> $1 Billion,250-1000,Manufacturing : Food & Dairy Product Manufacturing,,,9525 Bryn Mawr Ave Ste 700,,Des Plaines,United States,IL,60018,847.928.1600,,Fonterra USA is one of the leading companies in the Manufacturing  sector.,,,,
Kenall Manufacturing Company,www.kenall.com,,$10-50 Million,100-250,Real Estate & Construction : Construction; Equipment and Supplies,,,1020 Lakeside Dr,,Gurnee,United States,IL,60031,847.360.8200,,Kenall Manufacturing Company is one of the leading companies in the Real Estate & Construction  sector.,,,,
Kenall Manufacturing Company,www.kenall.com,,$10-50 Million,100-250,Real Estate & Construction : Construction; Equipment and Supplies,,,1020 Lakeside Dr,,Gurnee,United States,IL,60031,847.360.8200,,Kenall Manufacturing Company is one of the leading companies in the Real Estate & Construction  sector.,,,,
High Sierra Sport Company,www.hssc.com,,$50-100 Million,25-100,Manufacturing : Textiles; Apparel and Accessories,,,705 Tri State Pkwy,,Gurnee,United States,IL,60031,847.913.1100,,High Sierra Sport Company is one of the leading companies in the Manufacturing  sector.,,,,
Careguide Systems,www.carekit.com,,$1-10 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,760 Lakeside Dr Ste D,,Gurnee,United States,IL,60031,847.850.7500,,Careguide Systems is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Scholarships.com,www.scholarships.com,,$1-10 Million,25-100,Education  : Education Other,,,473 Central Ave Ste 6,,Highland Park,United States,IL,60035,847.432.1700 x112,,Scholarships.com is one of the leading companies in the Education  sector.,,,,
L&L XRay Service,www.llxray.com,,$10-50 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,855 Us Highway 12,,Ingleside,United States,IL,60041,847.587.8910,,L&L XRay Service is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
GPI Anatomicals,www.gpianatomicals.com,,$1-10 Million,25-100,Business Services : Advertising; Marketing; & PR,,,940 W North Shore Dr,,Lake Bluff,United States,IL,60044,847.615.8900,,GPI Anatomicals is one of the leading companies in the Business Services  sector.,,,,
Terlato Wines International,www.terlatowines.com,,$100-250 Million,100-250,Retail : Beer; Wine and Liquor Stores,,,900 Armour Dr,,Lake Bluff,United States,IL,60044,847.604.8900,,Terlato Wines International is one of the leading companies in the Retail  sector.,,,,
Avalign Technologies,www.avaligntech.com,,$50-100 Million,250-1000,Healthcare; Pharmaceuticals; & Biotech : Medical Supplies & Equipment,,,272 E Deerpath Ste 208,,Lake Forest,United States,IL,60045,855.282.5446,,Avalign Technologies is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Stericycle; Inc.,www.stericycle.com,,> $1 Billion,1K-10K,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,28161 N Keith Dr,,Lake Forest,United States,IL,60045,847.367.5910,,Stericycle; Inc. is one of the leading companies in the Healthcare; Pharmaceuticals; & Biotech  sector.,,,,
Baxter Credit Union,www.bcu.org,,$10-50 Million,250-1000,Financial Services : Financial Services Other,,,400 Lakeview Pkwy,,Vernon Hills,United States,IL,60061,847.932.8600,,Baxter Credit Union is one of the leading companies in the Financial Services  sector.,,,,
Shell Vacations LLC,www.shellvacationsclub.com,,$250-500 Million,1K-10K,Travel; Recreation & Leisure :  Travel; Recreation & Leisure Other,,,40 Skokie Blvd Ste 350,,Northbrook,United States,IL,60062,847.564.4600,,Shell Vacations LLC is one of the leading companies in the Travel; Recreation; and Leisure  sector.,,,,
Tele Business USA Inc.,www.tbiz.com,,$10-50 Million,100-250,Business Services : Advertising; Marketing; & PR,,,1945 Techny Rd Ste 3,,Northbrook,United States,IL,60062,847.480.1560,,Tele Business USA Inc. is one of the leading companies in the Business Services  sector.,,,,
Township High School District 211,www.d211.org,,$10-50 Million,250-1000,Education  : Elementary and Secondary Schools,,,1750 S Roselle Rd,,Palatine,United States,IL,60067,847.755.6600,,Township High School District 211 is one of the leading companies in the Education  sector.,,,,
Deublin Company,www.deublin.com,,$10-50 Million,250-1000,Manufacturing : Manufacturing Other,,,2050 Norman Dr S,,Waukegan,United States,IL,60085,847.689.8600,,Deublin Company is one of the leading companies in the Manufacturing  sector.,,,,
