First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Jason,Richards,Vice President of Information Technology,Sophos,Jason Richards was Appointed as Vice President of Information Technology at Sophos,Burlington; MA-based Sophos appointed Jason Richards as Vice President of Information Technology.,Jason Richards was previously the chief information officer (CIO) at Torex Retail Holdings Limited; a global provider of integrated technology solutions to the extended retail marketplace. ,Sophos is trusted by 100 million users and endorsed by industry analysts as a real alternative to Symantec and McAfee; we provide the best defense against today's blended threats.
Craig,Miller,Chief Information Officer,Sonic,Craig Miller was Appointed as Chief Information Officer at Sonic,Oklahoma City; OK-based Sonic appointed Craig Miller as Chief Information Officer.,Craig Miller was previously with the Movie Gallery; where he served on the transition team as executive vice president and chief information officer responsible for developing and implementing the global technology strategy. ,Sonic Drive-In is an American drive-in-diner fast-food restaurant chain based in Oklahoma City; Oklahoma; complete with carhops who sometimes wear roller skates.
Sudeep,Dharan,Chief Technology Officer,SMARTHINKING,Sudeep Dharan was Appointed as Chief Technology Officer at SMARTHINKING,Washington; DC-based SMARTHINKING appointed Sudeep Dharan as Chief Technology Officer.,Sudeep Dharan was previously the senior vice president of product development and services for Intelliworks; an educational CRM company in Rockville; Md.; where he was responsible for product strategy; development and support.,SMARTHINKING; based in Washington; DC; provides people; technology and training to help institutions offer their students outstanding academic support.
Stanford,Au,Chief Technology Officer,Skinit,Stanford Au was Appointed as Chief Technology Officer at Skinit,San Diego; CA-based Skinit appointed Stanford Au as Chief Technology Officer.,Stanford Au was previously the senior vice president of technology at Shutterfly Inc.; leading Internet-based social expression and personal publishing service that enables consumers to share; print; and preserve their memories by leveraging the technology-based platform and manufacturing processes.,Skinit; Inc is the industry leader in consumer personalization for electronic devices.
Richard,Fuqua,Chief Information Officer,Simplex Healthcare,Richard Fuqua was Appointed as Chief Information Officer at Simplex Healthcare,Brentwood; TN-based Simplex Healthcare appointed Richard Fuqua as Chief Information Officer.,Richard Fuqua was previously the CIO at AIM Healthcare.,Simplex was founded in April 2007 to provide home delivery of medical supplies to help patients with diabetes.
David,Vineyard,Chief Technology Officer,SECURECARE TECHNOLOGIES,David Vineyard Resigned as Chief Technology Officer at SECURECARE TECHNOLOGIES,Austin; TX-based SECURECARE TECHNOLOGIES accepted resignation of David Vineyard as Chief Technology Officer.,David Vineyard previously held various technology positions at SecureCARE,SecureCARE Technologies; Inc is the leading eDelivery service provider for the healthcare industry.
Walter,Sass,Chief Technology Officer,Second Wind Inc.,Walter Sass was Promoted to Chief Technology Officer at Second Wind Inc.,Somerville; MA-based Second Wind Inc. promoted Walter Sass to Chief Technology Officer.,Walter Sass is the founder of Second Wind and was previously the CEO of the Company. ,Second Wind s mission is to advance the use of wind data to make wind energy profitable for the businesses and investors who create wind energy plants; painless for the customers who use our products; and practical for the businesses; consumers and utilities that benefit from wind energy as a low-cost and environmentally desirable source of power.
Phil,Stevens,Chief Information Officer,Scintel,Phil Stevens was Appointed as Chief Information Officer at Scintel,Duluth; GA-based Scintel appointed Phil Stevens as Chief Information Officer.,Phil Stevens was previously the CIO of Education Finance Partners and former Senior Vice President at Macy's Systems & Technology; Stevens has worked in the areas of meeting customers' needs by leading large teams engaged in architecting and proposing technological solutions to solve enterprise level problems. ,Scintel helps its customers implement scalable technology architectures that facilitate rapid development of key applications giving them the competitive edge in their industry.
Dan,Black,Chief Information Officer,Sanovia,Dan Black was Promoted to Chief Information Officer at Sanovia,Philadelphia; PA-based Sanovia promoted Dan Black to Chief Information Officer.,Dan Black was previously the Vice President of Engineering for American Well; Vice President of Infrastructure for MEDecision; and the Director of Infrastructure for Intracorp; a CIGNA company.,Sanovia s corporate vision is to deliver state-of-the-art products and services which allow its customers to take advantage of advanced technology to improve communications; improve resource utilization through automated workflow processes; advance the quality and appropriateness of care through the integrated use of automated best-practice pharmaceutical clinical guidelines; and control costs.
Edward,Zecchini,Chief Technology Officer,Sandata,Edward Zecchini was Appointed as Chief Technology Officer at Sandata,Port Washington; NY-based Sandata appointed Edward Zecchini as Chief Technology Officer.,Edward Zecchini was previously the chief architect for all technology applications at HealthMarket; Inc.; a healthcare insurance company; which in four years was so successful that it was sold to a publicly held company. He went on to serve as Senior Vice President and Chief Information Officer of the parent company.,Sandata provides computerized data processing services; custom software; programming services and computer hardware maintenance.
Karen,McMahon Mattison,Chief Technology Officer,Salem Community College,Karen McMahon Mattison was Appointed as Chief Technology Officer at Salem Community College,Penns Grove; NJ-based Salem Community College appointed Karen McMahon Mattison as Chief Technology Officer.,Karen McMahon Mattison was previously the assistant dean of academic affairs at Salem Community College. Prior to coming to SCC; Mattison was the evening instructor in computer science at Pennco Tech in Blackwood. ,Salem Community College is an accredited; co educational; two year public; community college located in Salem County; New Jersey.
Lisa,Gauthier,Chief Information Officer,Rowan Cos,Lisa Gauthier was Promoted to Chief Information Officer at Rowan Cos,Houston; TX-based Rowan Cos promoted Lisa Gauthier to Chief Information Officer.,Lisa Gauthier was previously the Director of Information Technology at Rowan Companies from April 2008 to March 2010.  Prior to joining Rowan; Ms. Gauthier spent 17 years with CapGemini in various positions including Senior Manager; Technology Services. ,Rowan Companies; Inc is a major provider of international and domestic contract drilling services.
Pete,Stoneberg,Deputy Chief Information Officer,RightNow Technologies,Pete Stoneberg was Promoted to Deputy Chief Information Officer at RightNow Technologies,Bozeman; MT-based RightNow Technologies promoted Pete Stoneberg to Deputy Chief Information Officer.,Pete Stoneberg was previously the vice president of platform engineering at Information Resources. Prior to that; Mr Stoneberg worked as the director of engineering at Cendant-Orbitz. ,RightNow provides strategic software solutions to drive superior customer experiences while dramatically reducing costs.
Mark,Popolano,Chief Technology Officer,Reed Elsevier,Mark Popolano Resigned as Chief Technology Officer at Reed Elsevier,New York; NY-based Reed Elsevier accepted resignation of Mark Popolano as Chief Technology Officer.,Mark Popolano was previously with American International Group (AIG) where he held the top technology position of Corporate Senior Vice President and Global Chief Information Officer. ,Reed Elsevier is a world leading provider of professional information and online workflow solutions in the Science; Medical; Legal; Risk Information and Analytics; and Business sectors.
Steve,Mills,Chief Information Officer,Rackspace,Steve Mills was Appointed as Chief Information Officer at Rackspace,San Antonio; TX-based Rackspace appointed Steve Mills as Chief Information Officer.,Steve Mills was previously with T-Mobile USA; where he was vice president of enterprise systems; a position he held from July 2006.  He was also vice president of technical operations for T-Mobile HotSpot from 2003 to 2006. ,Rackspace is the world's leader in hosting.We deliver enterprise level managed services to businesses of all sizes and kinds around the world. 
Lon,Christensen,Vice President of Engineering,Quantance Inc.,Lon Christensen was Appointed as Vice President of Engineering at Quantance Inc.,San Mateo; CA-based Quantance Inc. appointed Lon Christensen as Vice President of Engineering.,Lon Christensen was previously the vice president of engineering for Quorum Systems; Inc.; a fabless wireless semiconductor company he co-founded in 2002.,Quantance is a venture-backed analog/RF semiconductor startup based in Silicon Valley.
James,Klein,Chief Technology Officer,QuadraMed,James Klein Resigned as Chief Technology Officer at QuadraMed,Reston; VA-based QuadraMed accepted resignation of James Klein as Chief Technology Officer.,James Klein previously worked at health-care companies that had either partnered with or been acquired by QuadraMed. He has a master's degree from University of Maryland and also was research director at Gartner Group; an information technology research and advisory firm. ,Quadramed is an Electronic Document Management solution for your healthcare network that acts as a repository for downloaded and scanned documents.
Michael,Simpson,Vice President,QuadraMed,Michael Simpson was Appointed as Vice President at QuadraMed,Reston; VA-based QuadraMed appointed Michael Simpson as Vice President.,Michael Simpson was previously with McKesson Corporation; where he served in multiple executive roles; including Senior Vice-President and Chief Technology Officer; McKesson Provider Technologies; Senior Vice President and Chief Technology Officer for McKesson Technology Solution’s International Operations; and Senior Vice-President and General Manager; Horizon Clinicals,Quadramed is an Electronic Document Management solution for your healthcare network that acts as a repository for downloaded and scanned documents.
Steven,Sheinheit,Chief Technology Officer,QBE's Americas Division,Steven Sheinheit was Appointed as Chief Technology Officer at QBE's Americas Division,New York; NY-based QBE's Americas Division appointed Steven Sheinheit as Chief Technology Officer.,Steven Sheinheit was previously the executive vice president and chief information officer at MetLife; where he was responsible for information technology worldwide.,QBE Insurance Group Limited is Australia's largest international general insurance and reinsurance group; and one of the top 25 insurers and reinsurers worldwide.
William,Morse,Chief Technology Officer,University of Puget Sound in Tacoma,William Morse was Appointed as Chief Technology Officer at University of Puget Sound in Tacoma,Tacoma; WA-based University of Puget Sound in Tacoma appointed William Morse as Chief Technology Officer.,William Morse was previously the Chief Technology Officer at Oglethorpe University in Atlanta; Ga.,Puget Sound is a highly selective liberal arts college in the Pacific Northwest.
