First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Alex,Galvagni,Chief Technology Officer,Glu Mobile,Alex Galvagni Resigned as Chief Technology Officer at Glu Mobile,Foster City; CA-based Glu Mobile accepted resignation of Alex Galvagni as Chief Technology Officer.,Alex Galvagni was previously the Architect at BEA Systems,Glu Mobile Inc engages in the design; marketing; and sale of mobile games worldwide.
Kevin,Surovcik,Chief Information Officer,LECG SMART,Kevin Surovcik was Promoted to Chief Information Officer at LECG SMART,Emeryville; CA-based LECG SMART promoted Kevin Surovcik to Chief Information Officer.,Kevin Surovcik was previously the Vice President Development Operations at Alliance Consulting,Global Expert Services and ConsultingLECG is a global litigation; economics; consulting and business advisory; and governance; assurance; and tax expert services firm with approximately 1200 employees in 33 global locations.
David,Sturman,Chief Technology Officer,GenArts,David Sturman was Appointed as Chief Technology Officer at GenArts,Cambridge; MA-based GenArts appointed David Sturman as Chief Technology Officer.,Previously; Sturman led Microsoft’s technology development for dynamic in-game advertising; developing ad capabilities for PC; Xbox; Zune and iPhone platforms,GenArts; Inc is a premier provider of visual special effects software for the film and video industry.
Vic,Bhagat,Director,AMSTC (GE),Vic Bhagat was Appointed as Director at AMSTC (GE),Fairfield; CT-based AMSTC (GE) appointed Vic Bhagat as Director.,Vic Bhagat was previously the chief information officer for GE Corporate Information Services; where he is responsible for delivering enterprise applications and services; IT centers of excellence and driving IT innovation for the company. ,GE is a diversified technology; media and financial services company focused on solving some of the world's toughest problems.
Lloyd,Chesney,Chief Technology Officer,Vicor Technology,Lloyd Chesney was Appointed as Chief Technology Officer at Vicor Technology,Boca Raton; FL-based Vicor Technology appointed Lloyd Chesney as Chief Technology Officer.,Lloyd Chesney was previously the chief technology officer of MDVIP; the premier concierge physician organization providing personalized preventive medicine.,Frp; Web: Vicor Technologies; Inc (OTCBB: VCRT) is a bio-technology company focused on the development and commercialization of innovative; non-invasive medical devices and diagnostics using its patented; proprietary PD2i&reg; nonlinear algorithm and software to stratify patients: &bull;at risk of sudden cardiac death or autonomic nervous system dysfunction; and &bull;trauma victims in need of immediate lifesaving intervention.
Thomas,Gardner,Chief Technology Officer,ManTech,Thomas Gardner was Appointed as Chief Technology Officer at ManTech,Fairfax; VA-based ManTech appointed Thomas Gardner as Chief Technology Officer.,Thomas Gardner was previously the director of homeland security for Raytheon Technical Services Company; LLC; responsible for strategy and markets involving homeland security; counter proliferation; combating terrorism; counter narcotics and weapons of mass destruction. ,From its beginning in 1968; ManTech International Corporation has consistently delivered innovative information technology and technical services solutions to federal government customers.
Jay,Webster,Chief Product Officer,Quova,Jay Webster was Appointed as Chief Product Officer at Quova,Mountain View; CA-based Quova appointed Jay Webster as Chief Product Officer.,Jay Webster was previously the Chief Technology Officer and General Manager of Performance Advertising at BlueLithium,Founded in January 2000; Quova; Inc is the authority on IP Intelligence and the leading provider of IP geolocation data and services to online businesses; including five of the worlds six largest global Internet companies.
Patrick,Pendleton,Chief Information Officer,LifeLock,Patrick Pendleton was Appointed as Chief Information Officer at LifeLock,Tempe; AZ-based LifeLock appointed Patrick Pendleton as Chief Information Officer.,Patrick Pendleton was previously the Vice President of Technology and Chief Information Officer for EDFUND; a non-profit corporation providing financial information and services to students seeking higher education. ,Founded in 2005; LifeLock works to close many of the doors identity thieves go through to misuse personal information.
Prakash,Ramamurthy,Chief Technology Officer,LifeLock,Prakash Ramamurthy was Appointed as Chief Technology Officer at LifeLock,Tempe; AZ-based LifeLock appointed Prakash Ramamurthy as Chief Technology Officer.,Prakash Ramamurthy was previously the VP of product management and engineering for Gaia Online; a teen and young adult avatar-based social gaming and community website. ,Founded in 2005; LifeLock works to close many of the doors identity thieves go through to misuse personal information.
Alan,Lang,Chief Technology Officer,Lead360,Alan Lang was Appointed as Chief Technology Officer at Lead360,Los Angeles; CA-based Lead360 appointed Alan Lang as Chief Technology Officer.,Alan Lang was previously the vice president of engineering at Business.com. During his five-year tenure; Lang helped build the company into the premier online B2B search engine and directory.,Founded in 2004 and headquartered in Los Angeles; Calif.; Leads360 develops software as a service (SaaS) solutions for managing sales leads.
Bill,Edwards,Chief Information Security Officer,Vigilant,Bill Edwards was Appointed as Chief Information Security Officer at Vigilant,New York; NY-based Vigilant appointed Bill Edwards as Chief Information Security Officer.,Bill Edwards was previously the chief security officer (CSO) at TD Ameritrade.,Founded in 2003; Vigilant LLC is the premier provider of Information Security; IT Risk Management; and Data Center Optimization services to the Fortune 1000.
Marco,Thompson,Chief Technology Officer,Solekai Systems,Marco Thompson was Appointed as Chief Technology Officer at Solekai Systems,San Diego; CA-based Solekai Systems appointed Marco Thompson as Chief Technology Officer.,Marco Thompson was previously the Board of Advisors at Hold Free Networks (Formerly FACE IT CORP) ,Founded in 2002; Solekai Systems Corporation is a software engineering services and solutions company specializing in design; development; integration; and testing for digital video; DOD and Smart Grid industries.
Patrick,Faucher,Chief Technology Officer,Nimbit,Patrick Faucher was Promoted to Chief Technology Officer at Nimbit,Framingham; MA-based Nimbit promoted Patrick Faucher to Chief Technology Officer.,Patrick Faucher was previously the CEO and co-founder of Nimbit.,Founded in 2002 by Patrick Faucher and Phil Antoniades; Nimbit is the music industry s leading direct-to-fan platform for musicians; managers; and emerging labels.
William,Hobbins,Special Advisor,Digital Reasoning Systems Inc.,William Hobbins was Appointed as Special Advisor at Digital Reasoning Systems Inc.,Brentwood; TN-based Digital Reasoning Systems Inc. appointed William Hobbins as Special Advisor.,William Hobbins was previously the Chief Information Officer of US Air Force,Founded in 2000; Digital Reasoning is a privately held company headquartered in Franklin; Tennessee.
Jay,Hatho,Chief Technology Officer,UNX,Jay Hatho was Appointed as Chief Technology Officer at UNX,Burbank; CA-based UNX appointed Jay Hatho as Chief Technology Officer.,Jay Hatho was previously the Director of Engineering at Compaq Computer ,Founded in 1999; UNX is an independent trading technology firm and agency broker that provides advanced electronic trading technology solutions for buy-side institutions and broker-dealers through its open architecture platform; Catalyst&reg; Portal.
Chris,Insinger,Chief Technology Officer,Nimaya,Chris Insinger was Appointed as Chief Technology Officer at Nimaya,MC Lean; VA-based Nimaya appointed Chris Insinger as Chief Technology Officer.,Chris Insinger was previously the Director in EMC's Office of the CTO for Asia Pacific and Japan; responsible for developing innovative methods and advanced technologies to solve customers’ most challenging information management problems.,Founded in 1998; Nimaya is a venture-backed company located in Washington; D.
