First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Richard,Caccappolo,President and chief operating officer,oneTXT,Richard Caccappolo was Appointed as President and chief operating officer at oneTXT,New York; NY-based oneTXT appointed Richard Caccappolo as President and chief operating officer.,Richard Caccappolo was previously the chief technology officer and chief operating officer of iVillage Inc.; which became the centerpiece of NBC Universal's Interactive division. ,ORCA provides a payments processing alternative for social networks; online games to accept payments; create loyalty programs; and send marketing messages.
Richard,Brotzman,Chief Technology Officer,Nanophase Technologies,Richard Brotzman Resigned as Chief Technology Officer at Nanophase Technologies,Romeoville; IL-based Nanophase Technologies accepted resignation of Richard Brotzman as Chief Technology Officer.,Richard Brotzman was previously the Director of Research at TPL; Inc.,Nanophase Technologies Corporation engages in the development; manufacture; and sale of nanomaterials in the United States; Europe; and Asia.
Rick,Bellamy,Chief Information Officer,RPI,Rick Bellamy was Appointed as Chief Information Officer at RPI,Tukwila; WA-based RPI appointed Rick Bellamy as Chief Information Officer.,Richard Bellamy was the CEO/President at Ivey.,RPI is a leading make-on-demand producer of private label personalized photo books; greeting cards and stationery products for mass and specialty retailers.
Richard,Anderson,Chief Information Officer,KPMG LLP,Richard Anderson was Appointed as Chief Information Officer at KPMG LLP,Montvale; NJ-based KPMG LLP appointed Richard Anderson as Chief Information Officer.,Richard Anderson was previously the global and national leader of KPMG's IT Strategy and Performance Services. ,KPMG operates as an international network of member firms offering audit; tax and advisory services. 
Rich,Rzasa,Chief Information Officer,LifeLock Inc,Rich Rzasa was Appointed as Chief Information Officer at LifeLock Inc,Tempe; AZ-based LifeLock Inc appointed Rich Rzasa as Chief Information Officer.,Rich Rzasa was previously the Vice Chairman and Chief Information Officer for TD Waterhouse.,Founded in 2005; LifeLock works to close many of the doors identity thieves go through to misuse personal information.
Rich,Green,Chief Technology Officer,Nokia Corporation America,Rich Green was Appointed as Chief Technology Officer at Nokia Corporation America,Irving; TX-based Nokia Corporation America appointed Rich Green as Chief Technology Officer.,Rich Green was previously the VP of Software at Sun Microsystems.,Nokia is the world leader in mobility; driving the transformation and growth of the converging Internet and communications industries. 
Rich,Gius,Chief Information Officer,Atmos Energy Corporation,Rich Gius was Appointed as Chief Information Officer at Atmos Energy Corporation,Dallas; TX-based Atmos Energy Corporation appointed Rich Gius as Chief Information Officer.,Rich Gius was previously the SVP; IT at Allegiance Healthcare.,Atmos Energy is the largest natural-gas-only distributor in the United States.
Rich,Alexander,Chief Information Officer,Cerberus Capital management,Rich Alexander was Promoted to Chief Information Officer at Cerberus Capital management,Raleigh; NC-based Cerberus Capital management promoted Rich Alexander to Chief Information Officer.,Rich Alexander was previously CIO within IT Practice at  Cerberus Capital Management  ,Established in 1992; Cerberus Capital Management; L.P.; along with its affiliates; is one of the world's leading private investment firms with approximately $23 billion under management in funds and accounts. 
Rehan,Khan,Chief Information Officer,West Virginia University,Rehan Khan was Appointed as Chief Information Officer at West Virginia University,Morgantown; WV-based West Virginia University appointed Rehan Khan as Chief Information Officer.,Rehan Khan was previously assistant dean for information technologies and chief information officer at Emory University School of Medicine.,Extended Learning takes West Virginia University courses around the state and around the globe through off-campus programming and distance technology.
Rebecca,Wanta,Chief Information Officer,State Compensation Insurance Fund,Rebecca Wanta was Appointed as Chief Information Officer at State Compensation Insurance Fund,San Francisco; CA-based State Compensation Insurance Fund appointed Rebecca Wanta as Chief Information Officer.,Rebecca Wanta was previously the Chief Information Officer - NA at Best Buy.,State Compensation Insurance Fund provides workers' compensation insurance to employers in California.
