First Name,Last Name,Title,Company Name,Headline,What Happened,About Person,About Company
Joe,Simon,Chief Technology Officer,Conde Nast,Joe Simon was Appointed as Chief Technology Officer at Conde Nast,New York; NY-based Conde Nast appointed Joe Simon as Chief Technology Officer.,Joe Simon; 48; was previously chief technology officer for Viacom Inc. ,Publisher of established magazines covering fashion; technology; food; and travel; including The New Yorker; Vogue; and Wired.
Joseph,Pekala,Chief Information Officer,Graphic Packaging International,Joseph Pekala was Appointed as Chief Information Officer at Graphic Packaging International,Marietta; GA-based Graphic Packaging International appointed Joseph Pekala as Chief Information Officer.,Joe Pekala was previously the Director; IT Technical Services at Graphic Packaging Corporation at Graphic Packaging.,Graphic Packaging is an integrated global supplier of beverage packaging and consumer folding cartons; and also produces bags; labels; inks; coatings; flexible and specialty packaging; as well as offer a range of paperboard grades; high performance packaging machinery; and services.
Joe,Milano,Chief Technology Officer,WONDER!,Joe Milano was Appointed as Chief Technology Officer at WONDER!,Deerfield; IL-based WONDER! appointed Joe Milano as Chief Technology Officer.,Joe Milano previously served as Vice President and General Merchandise Manager for Shopbop.com; an online women's apparel retailer acquired by Amazon.com in 2006. Milano held several positions during his tenure at Shopbop.com including various roles in information technology; operations; finance and administration.,WONDER! is a 135;000-square-foot store that will sell everything parents need for children from birth up to seven years of age; from strollers to toys to clothes to furniture; in a variety of price points.
Joe,McGurrin,Vice president,Pennsylvania Lumbermens Mutual Insurance Co.,Joe McGurrin was Promoted to Vice president at Pennsylvania Lumbermens Mutual Insurance Co.,Philadelphia; PA-based Pennsylvania Lumbermens Mutual Insurance Co. promoted Joe McGurrin to Vice president.,Joe McGurrin previously held various positions at Lumbermens Mutual Insurance Company  since 1982,Pennsylvania Lumbermens Mutual Insurance Company is a nationally recognized leader in providing commercial property and casualty insurance coverage to the lumber; woodworking and building materials industries. 
Joe,Marotta,Chief Information Officer,Michael C. Fina,Joe Marotta was Appointed as Chief Information Officer at Michael C. Fina,New York; NY-based Michael C. Fina appointed Joe Marotta as Chief Information Officer.,Joe Marotta was previously the Chief Information Officer and Senior Vice President for Fortunoff and Lord &Taylor. ,Michael C. Fina is a world-class retailer of engagement & wedding rings; fine jewelry; designer china; Hearts on Fire; Tacori; Christofle & a Premier Wedding Registry.
Joe,Levy,Chief Technology Officer,Solera Networks,Joe Levy was Appointed as Chief Technology Officer at Solera Networks,Lindon; UT-based Solera Networks appointed Joe Levy as Chief Technology Officer.,Joe Levy was previously the VP of Technology Services at OneNet; Inc.,Solera Networks develops network forensics solutions that enable complete visibility into network traffic.
Joe,Iannello,Chief Information Officer,Bealls,Joe Iannello was Appointed as Chief Information Officer at Bealls,Bradenton; FL-based Bealls appointed Joe Iannello as Chief Information Officer.,Joe Iannello was previously Sr. VP & CIO at Beall's; Inc.,Beall's; Inc. is the parent company of Beall's Department Stores; Inc; Beall's Outlet Stores; Inc.; and Burke's Outlet Stores; Inc.
Joe,Drouin,Chief Information Officer,Kelly Services,Joe Drouin was Appointed as Chief Information Officer at Kelly Services,Troy; MI-based Kelly Services appointed Joe Drouin as Chief Information Officer.,Joe Drouin was previously the VP & CIO at TRW Automotive.,  Kelly Services is a world leader in human resources solutions headquartered in Troy; Michigan; offering temporary staffing services; outsourcing; vendor on-site and full-time placement.
Joe,DeTuno,Chief Information Officer,FunnelBrain,Joe DeTuno was Appointed as Chief Information Officer at FunnelBrain,; AL-based FunnelBrain appointed Joe DeTuno as Chief Information Officer.,Joe DeTuno was previously the the Senior Director of Technology at Move; Inc.,FunnelBrain is a collection of academic questions and answers that are created; edited; organized and learned by the students; teachers and life learners who use it. The information is organized into Study Decks and Study Teams so each subject area can be the best resource for anyone that wants to learn the topic. 
Joe,Beery,Chief Information Officer,Invitrogen Corporation,Joe Beery was Appointed as Chief Information Officer at Invitrogen Corporation,Carlsbad; CA-based Invitrogen Corporation appointed Joe Beery as Chief Information Officer.,Joe Beery was previously the US Airways' senior vice president and chief information officer; responsible for all IT business and operational systems and applications; process improvements; revenue generation and customer service programs.,Life Technologies Corp.; (NASDAQ: LIFE) www.lifetechnologies.com - On November 21; 2008; Invitrogen Corporation and Applied Biosystems Inc announced the completion of their merger transaction. Effective November 24; 2008; the two companies merged to form a new company under the name; Life Technologies Corporation
