Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
i4cp Inc.,www.i4cp.com,,$1-10 Million,25-100,Software & Internet : Software & Internet Other,,,5959 Central Ave Ste 201,,Saint Petersburg,United States,FL,33710,727.345.2226,,i4cp Inc. is one of the leading companies in the Software & Internet  sector.,,,,
Jabil Circuit; Inc.,www.jabil.com,,> $1 Billion,50K-100K,Computers & Electronics : Semiconductor and Microchip Manufacturing,,,10500 Dr Martin Luther King Jr St N,,Saint Petersburg,United States,FL,33716,727.577.9749,,Jabil Circuit; Inc. is one of the leading companies in the Computers & Electronics  sector.,,,,
American Land Lease; Inc.,www.americanlandlease.com,,$50-100 Million,100-250,Real Estate & Construction : Real Estate Investment and Development,,,380 Park Place Blvd Ste 200,,Clearwater,United States,FL,33759,727.726.8868,,American Land Lease; Inc. is one of the leading companies in the Real Estate & Construction  sector.,,,,
American Land Lease; Inc.,www.americanlandlease.com,,$50-100 Million,100-250,Real Estate & Construction : Real Estate Investment and Development,,,380 Park Place Blvd Ste 200,,Clearwater,United States,FL,33759,727.726.8868,,American Land Lease; Inc. is one of the leading companies in the Real Estate & Construction  sector.,,,,
Florida Insurance Inc,www.florida-insurance.com,,$10-50 Million,25-100,Financial Services : Insurance and Risk Management,,,800 N Belcher Rd,,Clearwater,United States,FL,33765,727.448.0909,,Florida Insurance Inc is one of the leading companies in the Financial Services  sector.,,,,
W. S. Badcock Corporation,www.badcock.com,,$500M-1 Billion,250-1000,Retail : Furniture Stores,,,200 NW Phosphate Blvd,,Mulberry,United States,FL,33860,863.425.4921,,W. S. Badcock Corporation is one of the leading companies in the Retail  sector.,,,,
Wauchula State Bank,www.wauchulastatebank.com,,$1-10 Million,100-250,Financial Services : Banks,,,106 E Main St,,Wauchula,United States,FL,33873,863.773.4151,,Wauchula State Bank is one of the leading companies in the Financial Services  sector.,,,,
InterOP Technologies; LLC,www.interoptechnologies.com,,$10-50 Million,25-100,Telecommunications : Wireless and Mobile,,,13500 Powers Ct Ste 200,,Fort Myers,United States,FL,33912,239.425.3000,,InterOP Technologies; LLC is one of the leading companies in the Telecommunications  sector.,,,,
Charlotte State Bank,www.charlottestatebank.com,,$10-50 Million,25-100,Financial Services : Banks,,,1100 Tamiami Trl,,Port Charlotte,United States,FL,33953,941.624.5400,,Charlotte State Bank is one of the leading companies in the Financial Services  sector.,,,,
Sky Angel,www.skyangel.com,,$1-10 Million,25-100,Media & Entertainment : Radio and Television Broadcasting,,,1300 Goodlette Rd N,,Naples,United States,FL,34102,239.963.3200,,Sky Angel is one of the leading companies in the Media & Entertainment  sector.,,,,
Beasley Broadcast Group; Inc.,www.bbgi.com,,$100-250 Million,250-1000,Business Services : Business Services Other,,,3033 Riviera Dr Ste 200,,Naples,United States,FL,34103,239.263.5000,,Beasley Broadcast Group; Inc. is one of the leading companies in the Business Services  sector.,,,,
Porter Wright Morris & Arthur LLP,www.porterwright.com,,$10-50 Million,250-1000,Business Services : Legal Services,,,9132 Strada Pl,,Naples,United States,FL,34108,239.593.2900,,Porter Wright Morris & Arthur LLP is one of the leading companies in the Business Services  sector.,,,,
Coral Hospitality,www.coralhospitality.com,,$10-50 Million,100-250,Real Estate & Construction : Property Leasing and Management,,,9180 Galleria Ct Ste 600,,Naples,United States,FL,34109,239.449.1800,,Coral Hospitality is one of the leading companies in the Real Estate & Construction  sector.,,,,
Collier County Board of County Commissioners,www.colliergov.net,,$10-50 Million,250-1000,Government : Local Government,,,3301 Tamiami Trl E,,Naples,United States,FL,34112,239.252.8999,,Collier County Board of County Commissioners is one of the leading companies in the Government  sector.,,,,
Collier County Board of County Commissioners,www.colliergov.net,,$10-50 Million,250-1000,Government : Local Government,,,3301 Tamiami Trl E,,Naples,United States,FL,34112,239.252.8999,,Collier County Board of County Commissioners is one of the leading companies in the Government  sector.,,,,
The Bonita Bay Group,www.bonitabaygroup.com,,$250-500 Million,1K-10K,Business Services : Business Services Other,,,9990 Coconut Rd,,Bonita Springs,United States,FL,34135,239.495.1000,,The Bonita Bay Group is one of the leading companies in the Business Services  sector.,,,,
Cheltec,www.cheltec.com,,$10-50 Million,100-250,Manufacturing : Heavy Machinery,,,2215 Industrial Blvd,,Sarasota,United States,FL,34234,941.355.1045,,Cheltec is one of the leading companies in the Manufacturing  sector.,,,,
MoneyShow.com; LLC,www.moneyshow.com,,$50-100 Million,100-250,Financial Services : Lending and Mortgage,,,1258 N Palm Ave,,Sarasota,United States,FL,34236,800.970.4355,,MoneyShow.com; LLC is one of the leading companies in the Financial Services  sector.,,,,
Insignia Bank,www.insigniabank.com,,$10-50 Million,25-100,Financial Services : Banks,,,333 N Orange Ave,,Sarasota,United States,FL,34236,941.366.7100,,Insignia Bank is one of the leading companies in the Financial Services  sector.,,,,
Florikan E.S.A. Corporation,www.florikan.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,1579 Barber Rd,,Sarasota,United States,FL,34240,941.377.8666,,Florikan E.S.A. Corporation is one of the leading companies in the Business Services  sector.,,,,
Roper Industries; Inc.,www.roperind.com,,> $1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,6901 Professional Pkwy E Ste 200,,Sarasota,United States,FL,34240,941.556.2601,,Roper Industries; Inc. is one of the leading companies in the Manufacturing  sector.,,,,
Roper Industries; Inc.,www.roperind.com,,> $1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,6901 Professional Pkwy E Ste 200,,Sarasota,United States,FL,34240,941.556.2601,,Roper Industries; Inc. is one of the leading companies in the Manufacturing  sector.,,,,
Alarion Bank,www.alarionbank.com,,$250-500 Million,25-100,Financial Services : Banks,,,1 NE 1st Ave,,Ocala,United States,FL,34470,352.237.4500,,Alarion Bank is one of the leading companies in the Financial Services  sector.,,,,
Nationwide Title Clearing,www.nwtc.com,,$50-100 Million,100-250,Financial Services : Financial Services Other,,,2100 Alt 19,,Palm Harbor,United States,FL,34683,727.771.4000,,Nationwide Title Clearing is one of the leading companies in the Financial Services  sector.,,,,
Nationwide Title Clearing,www.nwtc.com,,$50-100 Million,100-250,Financial Services : Financial Services Other,,,2100 Alt 19,,Palm Harbor,United States,FL,34683,727.771.4000,,Nationwide Title Clearing is one of the leading companies in the Financial Services  sector.,,,,
CELEBRATION TOWN TAVERN,www.celebration.fl.us,,$1-10 Million,25-100,Retail : Restaurants and Bars,,,721 Front St Ste 110,,Kissimmee,United States,FL,34747,407.566.2526,,CELEBRATION TOWN TAVERN is one of the leading companies in the Retail  sector.,,,,
All Star Vacation Homes,www.allstarvacationhomes.com,,$10-50 Million,25-100,Real Estate & Construction : Property Leasing and Management,,,7822 W Irlo Bronson Memorial Hwy,,Kissimmee,United States,FL,34747,321.281.4966,,All Star Vacation Homes is one of the leading companies in the Real Estate & Construction  sector.,,,,
ABC Companies.,www.abc-companies.com,,$1-10 Million,25-100,Consumer Services : Automotive Repair & Maintenance,,,17469 W Colonial Dr,,Winter Garden,United States,FL,34787,407.656.7977,,ABC Companies. is one of the leading companies in the Consumer Services  sector.,,,,
NuCo2 Inc.,www.nuco2.com,,$100-250 Million,250-1000,Manufacturing : Chemicals and Petrochemicals,,,2800 SE Market Pl,,Stuart,United States,FL,34997,772.221.1754,,NuCo2 Inc. is one of the leading companies in the Manufacturing  sector.,,,,
Timberline Properties,www.mossyoakproperties.com,,$10-50 Million,25-100,Real Estate & Construction : Property Leasing and Management,,,700 7th St N,,Clanton,United States,AL,35045,205.280.0770,,Timberline Properties is one of the leading companies in the Real Estate & Construction  sector.,,,,
Peoples Bank Of Alabama,www.peoplesbankal.com,,$50-100 Million,250-1000,Financial Services : Banks,,,811 2nd Ave SW,,Cullman,United States,AL,35055,256.737.7000,,Peoples Bank Of Alabama is one of the leading companies in the Financial Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
Balch & Bingham LLP,www.balch.com,,$10-50 Million,250-1000,Business Services : Legal Services,,,1901 6th Ave N Ste 1500,,Birmingham,United States,AL,35203,205.251.8100,,Balch & Bingham LLP is one of the leading companies in the Business Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
Harbert Management Corporation,www.harbert.net,,$50-100 Million,100-250,Financial Services : Investment Banking and Venture Capital,,,2100 3rd Ave N Ste 600,,Birmingham,United States,AL,35203,205.987.5500,,Harbert Management Corporation is one of the leading companies in the Financial Services  sector.,,,,
